STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
17001	taskitem_03002	1	0	1	
17003	taskitem03006	1	0	1	
17004	taskitem_03009	1	0	1	
17005		1	0	1	
17006	taskitem_03014	1	0	1	
17007	taskitem_03015	1	0	1	
17008	taskitem_03017	1	0	1	
17009	taskitem_03018	1	0	1	
17010	taskitem_03020	1	0	1	
17011	taskitem_03017	1	0	1	
17012	taskitem_03022	1	0	1	
17013	taskitem_03025	1	0	1	
17014	taskitem_03002	1	0	1	
17015	taskitem_03026	1	0	1	
17016	taskitem_03021	1	1	1	
17100	taskitem_03103	1	0	1	10712
17101	taskitem_03105	1	0	1	10731
17201	taskitem_03402	1	0	1	10805
17202	taskitem_03402	1	0	1	
17203	taskitem_03403	1	0	1	
17204	taskitem_03404	1	0	1	
17205	taskitem_03405	1	0	1	
17206	taskitem_03406	1	0	1	
17207	taskitem_03407	1	0	1	
17208	taskitem_03408	1	0	1	
17209	taskitem_03409	1	0	1	10809
17210	taskitem_03411	1	0	1	10810
17211	taskitem_03414	1	0	5	
17212	taskitem_03413	1	0	5	
17213	taskitem_03414	1	0	5	
17214	taskitem_03413	1	0	5	
17215	taskitem_03414	1	0	1	10821
17216	taskitem_03416	1	0	1	10828
17217	taskitem_03417	1	0	1	10829
17218	taskitem_03417	1	0	1	10830
17219	taskitem_03418	1	0	1	10834
17220	taskitem_03424	1	0	1	10850
17221	taskitem_03423	1	0	1	10851
17222	taskitem_03426	1	0	1	10857
17223	taskitem_03420	1	0	1	10835
17224	taskitem_03415	1	0	1	10827
17225	taskitem_03305				10793
