STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
16600	taskitem_177sl	1	0	1	80943
16601	taskitem_191sl	0	1	1	80942
16602	taskitem_190sl	1	0	1	80941
16603	taskitem_157sl	0	1	1	80941
16604	taskitem_206sl	1	0	10	80940
16605	taskitem_204sl	0	1	9	80939
16606	taskitem_34sl	0	1	1	80938
16607	taskitem_38sl	1	0	1	80937
16608	taskitem_41sl	1	0	1	80936
16609	taskitem_22sl	1	0	1	80935
16610	taskitem_183sl	1	1	1	
16611	taskitem_112sl	0	1	1	
16612	taskitem_180sl	1	0	1	
16613	taskitem_37sl	1	0	1	80932
16614	taskitem_173sl	0	1	5	
16615	taskitem_164sl	0	1	5	
16616	taskitem_169sl	0	1	2	
16617	taskitem_192sl	0	1	5	
16618	taskitem_186sl	0	1	1	
16619	taskitem_163sl	0	1	1	
16620	taskitem_151sl	0	1	10	
16621	taskitem_185sl	0	1	5	
16622	taskitem_138sl	0	1	10	
16623	taskitem_194sl	0	1	1	
16624	useitem_008zs	1	0	1	80952
16625	taskitem_46sl	0	1	1	80878
16626	taskitem_180sl	1	0	1	80933
16627	taskitem_223sl	0	1	1	
16628	taskitem_001xuk	0	1	1	80888
16629	useitem_143b	1	1	1	80892
16630	taskitem_288b	0	1	1	80892
