STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
2251	UseItem_gmp_002	1	0	1	
2250	UseItem_gmp_001	1	0	1	
2252	useitem_gmp_gj001	1	1	1	20702
2253	useitem_gmp_gj002	1	1	1	20703
2254	useitem_gmp_gj003	1	1	1	20704
2255	useitem_gmp_gj004	1	0	1	20711
2256	useitem_gmp_gj005	1	0	1	20712
2257	useitem_gmp_gj008	1	1	1	
2259	item_gumupai_bushoujia_001	1	0	5	20603
2260	itm_gmp_shuitong	1	0	1	20605
2277	item_yinshibapai_qiyu_003	1		1	20675
2278	item_yinshibapai_qiyu_004	1		1	20675
2279	item_yinshibapai_qiyu_005	1		1	20675
2280	item_yinshibapai_qiyu_006	1		1	20675
2281	item_yinshibapai_qiyu_009	1	1	1	20678
