STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
24000		1	1	1	
24001	key_qy_tangmen131_yinzi	1	1	1	18205
24002	key_qy_tangmen030_6	0	1	1	18211
24003					
24004					
24005	key_tangmen_3nei_antidote01	1	0	1	18212
24006	key_tangmen_3nei_miling04	1	0	1	18214
24007	key_tangmen_3nei_address02	1	0	1	18214
24008	key_tangmen_3nei_poison01	1	0	1	18212
24009	key_tangmen_3nei_miling03	1	1	1	18207
24010					
24011	key_tangmen_3nei_miling07	1	0	1	18223
24014	key_tangmen_3nei_mimaben	1	0	1	18208
24018	key_tangmen_3nei_mimaben	1	0	1	18213
24017	key_tangmen_3nei_ty01	1	0	1	18225
24016	key_tangmen_3nei_ty03	1	0	1	18224
24015	key_tangmen_3nei_ty02	1	0	1	18223
24019	key_tangmen_3nei_letter	1	1	1	18222
24013	key_tangmen_3nei_miling11	1	0	1	18220
24012					
24020	key_tangmen_3nei_mimaben	1	0	1	18218
24021	key_tangmen_3nei_sanshi02	0	1	1	
24022	key_tangmen_3nei_sanshi03	0	1	1	
24023	key_tangmen_3nei_sanshi04	0	1	1	
24024	key_tangmen_3nei_sanshi05	0	1	1	
24025	key_tangmen_3nei_sanshi06	0	1	1	
24026	key_tangmen_3nei_sanshi07	0	1	1	
24027	key_tangmen_3nei_sanshi08	0	1	1	
24028	key_tangmen_3nei_sanshi09	0	1	1	
24029	key_tangmen_3nei_sanshi10	0	1	1	
24030	key_tangmen_3nei_sanshi01	1	0	1	
24031	key_tangmen_3nei_sanshi02	1	0	1	
24032	key_tangmen_3nei_sanshi03	1	0	1	
24033	key_tangmen_3nei_sanshi04	1	0	1	
24034	key_tangmen_3nei_sanshi05	1	0	1	
24035	key_tangmen_3nei_sanshi06	1	0	1	
24036	key_tangmen_3nei_sanshi07	1	0	1	
24037	key_tangmen_3nei_sanshi08	1	0	1	
24038	key_tangmen_3nei_sanshi09	1	0	1	
24039	key_tangmen_3nei_sanshi10	1	0	1	
