STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
4001	useitem_59b	0	1	1	44005
4002	useitem_60b	1	0	1	
4003	taskitem_86b	0	1	1	
4004	taskitem_87b	0	1	1	
4005	taskitem_89b	0	1	1	44005
4006	taskitem_84b	1	1	1	
4007	useitem_58b	0	1	1	44001
4008	useitem_64b	1	1	1	44063
4009	useitem_64b	1	0	1	44064
4010	taskitem_96b	0	1	1	44066
4011	useitem_65b	1	0	1	44077
4012	useitem_66b	1	0	1	44077
4013	taskitem_56j	1	0	1	44530
4014	taskitem_56j	0	1	1	44539
4015	taskitem_56j	1	1	1	44540
4016	taskitem_57j	1	1	1	44540
4017	taskitem_58j	1	1	1	44540
4018	useitem_34j	1	0	1	44543
4019	taskitem_59j	1	1	1	44565
4020	taskitem_60j	1	0	2	44570
4021	useitem_68b	1	0	1	44103
4022	taskitem_106b	1	0	1	44103
4023	taskitem_107b	1	0	1	44103
4024	useitem_71b	1	0	1	
4025	useitem_68b	0	1	1	44104
4026	taskitem_106b	0	1	1	44104
4027	taskitem_107b	0	1	1	44104
4028	useitem_71b	0	1	1	
4029	taskitem_116b	0	1	1	
4030	taskitem_116b	0	1	1	44105
4031	taskitem_98b	0	1	1	44106
4032	taskitem_98b	1	0	1	44107
4033	taskitem_118b	1	1	1	44110
4034	taskitem_99b	1	0	1	44113
4035	taskitem_100b	1	0	1	44113
4036	useitem_73b	0	1	1	44119
4037	taskitem_112b	0	1	1	44124
4038	useitem_75b	1	1	1	44124
4039	taskitem_114b	1	1	1	44128
4040	taskitem_119b	1	1	1	44128
4041	taskitem_113b	0	1	1	44133
4042	taskitem_114b	0	1	1	44133
4043	useitem_78b	1	0	1	44136
4044	taskitem_115b	1	0	6	44139
4045	taskitem_97b	1	1	1	44100
4046	taskitem_98b	1	1	1	44100
4047	taskitem_117b	1	0	1	44101
4048	useitem_67b	1	1	1	44101
4049	useitem_68b	0	1	1	
4050	useitem_6m	1	0	1	44158
4051	useitem_7m	1	0	1	44164
4052	taskitem_36j	1	1	1	44436
4053	useitem_21j	1	0	1	44437
4054	taskitem_50j	0	1	1	44437
4055	useitem_24j	1	0	1	44461
4056	useitem_27j	1	0	1	44463
4057	useitem_28j	1	0	1	44464
4058	useitem_27j	0	1	1	44464
4059	useitem_25j	1	0	3	44475
4060	taskitem_26m	1	0	1	44199
4061	taskitem_27m	1	0	1	44211
4062	taskitem_28m	1	1	1	44212
4063	useitem_8m	1	1	1	44210
4064	taskitem_380	0	1	1	44528
4070	taskitem_30m	1	0	3	44249
4071	useitem_12m	1	0	1	44259
4072	taskitem_32m	1	0	1	44259
4073	useitem_11m	1	0	1	44252
4074	taskitem_106b	0	1	1	
4075	taskitem_107b	0	1	1	
4076	useitem_71b	0	1	1	
4077	useitem_75b	1	0	1	44125
4100	useitem_41a	1	0	1	44299
4101	useitem_142b	1	0	1	44309
4102	taskitem_81a	0	1	1	44322
4103	useitem_142b	0	1	1	44313
4104	taskitem_82a	1	1	1	44317
4105	taskitem_88a	1	1	1	44386
4106	taskitem_81a	1	0	1	44321
4107	useitem_8m	0	1	1	44209
4108	taskitem_94b	0	1	6	44065
4109		1	0	1	
4110	useitem_62b	1	0	1	44011
4111	useitem_61b	1	0	1	44011
4112	taskitem_90b_1	1	0	1	44011
4113	taskitem_036mm	0	1	1	44032
4114	useitem_006mm	1	0	1	44027
4115	taskitem_035mm	0	1	1	44027
