STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
15000	taskitem_w175	1	0	1	
15001	taskitem_w175	0	1	1	
15002	taskitem_w174	0	1	1	34139
15003	taskitem_w176	1	0	20	
15004	taskitem_w176	0	1	20	
15005	useitem_30w	1	0	1	
15006	taskitem_w178	0	1	1	
15007	taskitem_w182	1	0	1	
15008	taskitem_w182	0	1	1	
15009	taskitem_w184	1	0	1	34076
15010	taskitem_w184	0	1	1	34078
15011	useitem_35w	1	0	1	34101
15012	taskitem_w187	1	0	1	34108
15013	taskitem_w187	0	1	1	34108
15014	taskitem_w188	0	1	3	34111
15015	taskitem_w190	1	0	1	34119
15016	taskitem_w190	0	1	1	34119
15017	taskitem_w177	1	0	1	34032
15018	taskitem_w177	0	1	1	
15019	taskitem_w181	1	0	1	
15020	taskitem_w181	0	1	1	
15021	useitem_33w	1	0	1	
15022	taskitem_w183	1	0	1	
15023	ng_book_jh_001	1	0	1	
15024	taskitem_w191	0	1	1	34125
15025	taskitem_yl069	0	1	1	
15026	taskitem_yl068	1	0	1	34014
15027	taskitem_yl070	1	1	1	34016
15028	taskitem_yl071	1	0	1	34004
15029	taskitem_yl067	1	1	1	34133
15030	mount_2_001qd	1	0	1	
15031	useitem_125m	1	0	1	34023
15032	taskitem_yl089	0	1	1	34040
15033	task_zx_renwu_00001	1	0	1	
15044	taskitem_yl091	1	1	1	34055
15045	useitem_130m	1	0	1	34054
15046	taskitem_yl091	0	1	1	
15047	taskitem_yl101	0	1	1	
15048	task_zx_renwu_00001	1	0	1	34048
