STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
32600	taskitem_389	1	0	1	82601
32601	taskitem_48	0	1	1	82601
32602	taskitem_23sl	0	1	1	82606
32603	taskitem17001	1	0	1	82609
32604		1	1	1	
32605		1	1	1	
32606		1	1	1	
32607		1	1	1	
32608		1	1	1	
32609		1	1	1	
32610		1	1	1	
32611		1	1	1	
32612		1	1	1	
32613		1	1	1	
32614		1	1	1	
32615		1	1	1	
32616		1	1	1	
32617		1	1	1	
32618		1	1	1	
32619		1	1	1	
32620		1	1	1	
32621		1	1	1	
32622		1	1	1	
32623		1	1	1	
32624		1	1	1	
32625		1	1	1	
32626		1	1	1	
32627		1	1	1	
32628		1	1	1	
32629		1	1	1	
32630		1	1	1	
32631		1	1	1	
32632		1	1	1	
32633		1	1	1	
32634		1	1	1	
32635		1	1	1	
32636		1	1	1	
32637		1	1	1	
32638		1	1	1	
32639		1	1	1	
32640		1	1	1	
32641		1	1	1	
32642		1	1	1	
