STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
24601	useitem_005sl	1	0	1	
24602	taskitem_107sl	0	1	1	84778
24603	taskitem_108sl	0	1	1	84778
24604	taskitem_168sl	0	1	1	84779
24605	taskitem_93sl	0	1	1	84779
24606	taskitem_172sl	0	1	1	84780
24607	taskitem_55sl	0	1	1	84780
24608	taskitem_192sl	0	1	1	84781
24609	taskitem_191sl	0	1	1	84782
24610	taskitem_206sl	0	1	1	84782
24611	taskitem_46sl	0	1	1	84783
24612	taskitem_103sl	0	1	1	84784
24613	taskitem_25sl	0	1	1	84784
24614	taskitem_68sl	0	1	1	84785
24615	taskitem_75sl	0	1	1	84785
24616	taskitem_182sl	0	1	1	84786
24617	taskitem_162sl	0	1	2	84786
24618	taskitem_35sl	0	1	1	84787
24619	taskitem_36sl	0	1	1	84787
24620	taskitem_27sl	0	1	1	84818
24621	taskitem_68sl	0	1	1	84819
24622	taskitem_117sl	0	1	1	84820
24623	taskitem_125sl	0	1	1	84821
24624	taskitem_120sl	0	1	1	84821
24625	taskitem_44sl	0	1	1	84822
24626	taskitem_48sl	0	1	1	84822
24627	taskitem_163sl	0	1	1	84823
24628	taskitem_164sl	0	1	1	84823
24629	taskitem_154sl	0	1	1	84824
24630	taskitem_152sl	0	1	1	84824
24631	taskitem_160sl	0	1	3	84825
24632	taskitem_159sl	0	1	1	84825
24633	taskitem_178sl	0	1	1	84826
24634	taskitem_179sl	0	1	1	84826
24635	taskitem_158sl	0	1	1	84827
24636	taskitem_166sl	0	1	1	84827
24637	taskitem_24sl	0	1	1	84851
24638	taskitem_44sl	0	1	1	84852
24641	taskitem_148sl	0	1	1	84858
24642	taskitem_39sl	0	1	1	84854
24643	taskitem_215sl	0	1	1	84861
24639	useitem_008xk	1	0	1	84865
24644	taskitem_54b	1	0	1	84866
24645	taskitem_13	1	0	1	84869
