STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
43999	WXGEMITEM_101	1	0	2	
43998	WXGEMITEM_102	1	0	2	
43997	WXGEMITEM_103	1	0	2	
43996	WXGEMITEM_104	1	0	2	
43995	book_zs_default_01	1	0	1	1001;1005;1010;1015;1020;1025
43994	book_zs_suicide	1	0	1	
43993	book_zhenfa_jh_01	1	0	1	
43992	taskitem_yd_001	1	0	1	1027
43991	taskitem_yd_003	1	0	1	
43990	taskitem_yd_004	1	0	1	
43989	taskitem_yd_005	1	0	1	
43988	taskitem_yd_006	1	0	1	
43700	qy_songli_yd_001	1	0	1	1206;1207;1208;1209;1994
44000	bj_yd01	1	0	1	1484
44001	bj_yd04	1	0	1	1485
44002	bj_yd05	1	0	1	1486
44003	bj_yd06	1	0	1	1487
44008	item_karma_send2002	1	0	1	1602;1607;1612;1617
44010	item_avenge_usenpc02	1	0	1	1603
44011	item_avenge_usenpc03	1	0	1	1608
44012	item_avenge_usenpc04	1	0	1	1613
44013	item_avenge_usenpc05	1	0	1	1618
44014	item_karma_send3003	1	0	1	1601;1606;1611;1616;1998
44105	item_karma_send3005	1	0	1	1996
44016	hw_fb_rw_01003	1	0	60	1343
44111	taskitem_wmp_xjz	1	0	1	1332
44112	taskitem_wmp_jzsj	1	0	1	1333
44113	taskitem_wmp_wssz	1	0	1	1334
44134	pet_new_ying2_100_line	1	0	1	1843
