STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
27600	taskitem_180	0	1	1	84301
27601	taskitem_w138	0	1	1	84302
27602	taskitem_103y	0	1	1	84305
27603	useitem_3pc	1	0	1	84307
27604	taskitem_5b	0	1	1	84308
27605		1	1	1	
27606		1	1	1	
27607		1	1	1	
27608		1	1	1	
27609		1	1	1	
27610		1	1	1	
27611		1	1	1	
27612		1	1	1	
27613		1	1	1	
27614		1	1	1	
27615		1	1	1	
27616		1	1	1	
27617		1	1	1	
27618		1	1	1	
27619		1	1	1	
27620		1	1	1	
27621		1	1	1	
27622		1	1	1	
27623		1	1	1	
27624		1	1	1	
27625		1	1	1	
27626		1	1	1	
27627		1	1	1	
27628		1	1	1	
27629		1	1	1	
27630		1	1	1	
27631		1	1	1	
27632		1	1	1	
27633		1	1	1	
27634		1	1	1	
27635		1	1	1	
27636		1	1	1	
27637		1	1	1	
27638		1	1	1	
27639		1	1	1	
27640		1	1	1	
27641		1	1	1	
27642		1	1	1	
