STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
21600	taskitem_99sl	1	0	1	80354
21601	taskitem_212sl	0	1	1	80355
21602	taskitem_w115	0	1	1	80363
21603	taskitem_112sl	0	1	1	80361
21604	taskitem_174sl	1	0	2	80378
21605	taskitem_210sl	0	1	1	80380
21606	taskitem_28sl	1	0	2	80381
21607	taskitem_210sl	0	1	2	80381
21608	taskitem_210sl	1	0	2	80383
21609	taskitem_210sl	1	0	2	80384
21610	taskitem_w138	0	1	1	80385
21611	taskitem_162sl	1	0	1	80412
21612	taskitem_41sl	1	0	1	80414
21613	taskitem_217sl	0	1	1	80415
21614	taskitem_118sl	1	0	1	80419
21615	taskitem_118sl	0	1	1	80419
21616	useitem_27w	1	0	1	80327
21617	useitem_28w	1	0	1	80328
21618	useitem_29w	1	0	1	80329
