STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
28000	taskitem_11001	1	0	1	18606
28001	taskitem_11003	1	0	1	18609
28002	taskitem_11008	1	1	1	18612
28003	taskitem_11004	1	0	1	18624
28004	taskitem_11005	1	0	1	18628
28005	taskitem_11007	1	0	1	18639
28006	book_zs_default_01	1	0	1	18701
28007	book_zs_suicide	1		1	18702
28008	useitemkey_wudang_shuitong	1	0	1	18713
28009	key_wudang_jidan	1	1	5	
28010	useitemkey_wudang_shuazi	1	0	1	18714
28011	key_wudang_shuitong1	1	0	1	18714
28012	key_wudang_shuitong	0	1	1	18713
28013	key_wdschool3n_1_01	1	0	1	18744
28014	key_wdschool3n_1_02	1	0	1	18745
28015	key_wdschool3n_1_03	1	0	1	18746
28016	key_wdschool3n_1_04	1	0	1	18747
28017	key_wdschool3n_1_05	1	0	1	18748
28018	key_wdschool3n_1_06	1	0	1	18749
28019	key_wdschool3n_1_07	1	0	1	18750
28020	key_wdschool3n_1_08	1	0	1	18751
28021	key_wdschool3n_1_09	1	0	1	18752
28022	key_wdschool3n_1_10	1	0	1	18753
28023	key_wdschool3n_1_11	1	0	1	18754
28024	key_wdschool3n_1_12	1	0	1	18755
28025	key_wdschool3n_1_13	1	0	1	18756
28026	key_wdschool3n_1_14	1	0	1	18757
28027	key_wdschool3n_1_14_2	1	0	1	18758
28028	key_wdschool3n_1_15	1	0	1	18759
28029	key_wdschool3n_1_15_2	1	0	1	18760
28030	key_wdschool3n_1_15_3	1	0	1	18761
28031	key_wdschool3n_1_14_2	0	1	1	18735
28032	key_wdschool3n_1_01	0	1	1	18734
28033	key_wdschool3n_1_02	0	1	1	18733
28034	key_wdschool3n_1_03	0	1	1	18731
28035	key_wdschool3n_1_04	0	1	1	18730
28036	key_wdschool3n_1_05	0	1	1	18729
28037	key_wdschool3n_1_06	0	1	1	18728
28038	key_wdschool3n_1_07	0	1	1	18727
28039	key_wdschool3n_1_11	0	1	1	18732
28040	key_wdschool3n_1_12	0	1	1	18712
28041	key_wdschool3n_1_13	0	1	1	18715
28042	qy_wdschool3n_01				
28043	qy_wdschool3n_02				
28044	qy_wdschool3n_03				
28045	qy_wdschool3n_04				
28046	qy_wdschool3n_05				
28047	qy_wdschool3n_06				
28048	qy_wdschool3n_07				
28049					
28050					
28051					
28052					
28053					
28054					
28055					
28056					
28057	key_wdschool_ax	0	1	1	18711
28058	key_wdschool3n_01	0	1	1	18744
28059	key_wdschool3n_02	0	1	1	18745
28060	key_wdschool3n_03	0	1	1	18746
28061	key_wdschool3n_04	0	1	1	18747
28062	key_wdschool3n_05	0	1	1	18748
28063	key_wdschool3n_06	0	1	1	18749
28064	key_wdschool3n_07	0	1	1	18750
28065	key_wdschool3n_08	0	1	1	18751
28066	key_wdschool3n_09	0	1	1	18752
28067	key_wdschool3n_10	0	1	1	18753
28068	key_wdschool3n_11	0	1	1	18754
28069	key_wdschool3n_12	0	1	1	18755
28070	key_wdschool3n_13	0	1	1	18756
28071	key_wdschool3n_14	0	1	1	18757
28072	key_wdschool3n_14_2	0	1	1	18758
28073	key_wdschool3n_15	0	1	1	18759
28074	key_wdschool3n_15_2	0	1	1	18760
28075	key_wdschool3n_15_3	0	1	1	18761
28076	key_qy_wd_daixueshoupa	1	0	1	
28077	key_wdschool_wu	1	0	1	18762
28078	item_qygp_dy_sms	0	1	1	
28079	useitem_qygp_dy_hydz	0	1	1	
