STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
32660	taskitem_023sj	0	1	1	
32661	taskitem_015sj	0	1	1	
32662	taskitem_016sj	1	0	1	82656
32663		1	1	1	
32664		1	1	1	
32665		1	1	1	
32666		1	1	1	
32667		1	1	1	
32668		1	1	1	
32669		1	1	1	
32670		1	1	1	
32671		1	1	1	
32672		1	1	1	
32673		1	1	1	
32674		1	1	1	
32675		1	1	1	
32676		1	1	1	
32677		1	1	1	
32678		1	1	1	
32679		1	1	1	
32680		1	1	1	
32681		1	1	1	
32682		1	1	1	
32683		1	1	1	
32684		1	1	1	
32685		1	1	1	
32686		1	1	1	
32687		1	1	1	
32688		1	1	1	
32689		1	1	1	
32690		1	1	1	
32691		1	1	1	
32692		1	1	1	
32693		1	1	1	
32694		1	1	1	
32695		1	1	1	
32696		1	1	1	
32697		1	1	1	
32698		1	1	1	
32699		1	1	1	
32700		1	1	1	
32701		1	1	1	
32702		1	1	1	
