STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
26600	taskitem_74sl	0	1	1	85523
26601	taskitem_54sl	0	1	1	85526
26602	taskitem_72sl	0	1	1	85527
26603	taskitem_190sl	1	0	1	85500
26604	taskitem_175sl	1	0	1	85502
26605	taskitem_190sl	1	0	1	85503
26606	taskitem_186sl	1	0	1	85504
26607	taskitem_193sl	1	0	1	85501
26608	taskitem_56sl	0	1	1	
26609	taskitem_191sl	1	0	1	85505
26610	taskitem_183sl	1	0	1	
26611	taskitem_186sl	0	1	1	
26612	taskitem_161sl	1	0	1	85511
26613	taskitem_55sl	1	0	1	85514
26614	taskitem_130sl	1	0	1	85516
26615	taskitem_180sl	1	0	1	85517
26616	taskitem_162sl	1	0	1	85519
26617	taskitem_177sl	1	0	1	85520
26619	taskitem_158sl	1	0	1	85528
26618	taskitem_26sl	1	0	1	85529
26620	taskitem_49sl	1	0	1	85531
26621	taskitem_137sl	1	0	1	85533
26622	taskitem_154sl	1	0	1	85537
26623	taskitem_51sl	1	0	1	85541
26624	taskitem_7sl	1	0	1	85542
26625	taskitem_153sl	0	1	1	85548
