STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
11000	useitem_132b	1	0	1	28003
11001	taskitem_243b	1	1	1	28004
11002	taskitem_250b	0	1	1	
11003	useitem_134b	1	0	1	
11004	taskitem_168y	1	0	1	
11005	taskitem_259b	0	1	1	28100
11006	taskitem_260b	1	0	1	28101
11007	taskitem_261b	1	1	1	28105
11008	taskitem_260b	0	1	1	28105
11009	taskitem_265b	1	1	1	28136
11010	useitem_137b	1	0	1	28153
11011	taskitem_278b	1	0	1	28170
11012	taskitem_278b	0	1	1	28183
11013	taskitem_278b	1	1	1	28185
11014	useitem_133b	1	0	1	28014
11015	ng_book_jh_001	1	0	1	
11016	taskitem_249b	0	1	1	
11017	taskitem_252b	0	1	1	
11018	taskitem_262b	0	1	1	28110
11019	taskitem_250b	1	1	1	
11020	ng_book_jh_001	1	0	1	
11021	useitem_70y	1	0	1	
11022	taskitem_250b	1	0	1	
11023	mount_2_001qd	1	0	1	28009
11024	taskitem_285b	0	1	1	
11025	taskitem_285b	0	1	1	
11026	useitem_018cyh	1	1	1	28075
11027	taskitem_030cyh	1	0	1	
11028	taskitem_031cyh	1	0	1	
11029	taskitem_032cyh	1	0	1	
11030	useitem_017cyh	1	0	1	28069
11031	taskitem_029cyh	0	1	1	28074
11032	useitem_023cyh	1	0	1	28085
11033	useitem_024cyh	1	1	1	28056
11034	taskitem_037cyh	0	1	1	28059
