STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
11140	taskitem_027cc	0	1	3	28353
11141	taskitem_028cc	0	1	1	28353
11142	taskitem_029cc	1	1	1	28355
11143	taskitem_030cc	0	1	1	28356
11144	taskitem_031cc				
11145	taskitem_034cc	1	1	1	28377
11146	taskitem_035cc	1	0	1	28378
11147	taskitem_036cc	0	1	1	28378
11148	taskitem_037cc	1	1	1	28380
11149	taskitem_038cc	0	1	1	
11150	useitem_016cc	1	1	1	28439
11151	useitem_017cc	1	1	1	28440
11152	taskitem_044cc	0	1	1	28445
11153	taskitem_045cc	0	1	1	28446
11154	taskitem_046cc	0	1	1	28447
11155	taskitem_047cc	0	1	1	28448
11156	taskitem_032cc	1	1	1	28373
11157	useitem_014cc	1	0	1	28394
11158	taskitem_037cc	0	1	1	28379
11159	taskitem_040cc	1	0	1	28400
