STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
6001	useitem_16h	1	0	1	
6002	yaopin_00200	1	0	6	
6003	useitem_004mm	1	0	1	
6004	useitem_17h	1	1	1	
6005	useitem_22h	1	0	1	36026
6006	useitem_17h	1	0	1	
6007	useitem_18h	1	0	3	
6009	taskitem_28h	1	2	2	
6010	useitem_21h	1	1	1	36059
6011	useitem_21h	1	0	1	36060
6012	useitem_17h	1	0	2	36071
6013	useitem_16h	1	0	2	36071
6014	useitem_20h	1	0	1	
6015	taskitem_33h	1	1	1	
6016	taskitem_31h	1	1	1	
6017	taskitem_32h	1	1	1	36096
6018	useitem_35b	1	0	1	36102
6019	useitem_27b	1	0	1	36113
6020	useitem_28b	1	0	1	
6021	useitem_29b	1	1	1	36124
6022	useitem_30b	1	0	1	36129
6023	taskitem_20a	1	0	1	
6024	taskitem_44b	1	1	1	36161
6025	useitem_31b	1	1	1	36171
6026	taskitem_45b	1	1	1	
6027	useitem_32b	1	0	1	
6028	useitem_33b	1	0	1	
6029	taskitem_46b	1	0	1	36191
6030	taskitem_14g	1	1	1	
6031	useitem_34b	1	0	1	
6032	useitem_14l	1	0	1	36216
6033	useitem_15l	1	0	1	36223
6034	taskitem_25l	1	0	1	
6035	useitem_16l	1	0	1	
6036	useitem_17l	1	0	1	36231
6037	taskitem_26l	1	1	1	36240
6038	taskitem_30l	1	1	1	36267
6039	taskitem_31l	1	1	1	36267
6040	useitem_18l	1	0	1	
6041	taskitem_33l	1	1	1	36282
6042	taskitem_34l	1	1	1	36282
6043	taskitem_34l	1	1	1	36283
6044	useitem_19l	1	0	1	36287
6045	useitem_14j	1	0	1	36315
6046	taskitem_36j	1	1	1	36317
6047	useitem_12j	1	0	1	36322
6048	useitem_13j	1	0	1	36327
6049	useitem_15j	1	0	1	36359
6050	useitem_16j	1	0	1	36364
6051	useitem_17j	1	0	1	36369
6052	useitem_18j	1	0	1	36378
6053	useitem_31a	1	0	1	36500
6054	taskitem_57a	1	0	1	36503
6055	useitem_27a	1	0	1	36530
6056	useitem_28a	1	0	1	36547
6057	useitem_28a	1	0	1	36552
6058	taskitem_36b	0	1	1	36175
6059	taskitem_45b	0	1	1	36175
6060	useitem_32a	1	0	1	36392
6061	taskitem_39e	1	0	1	36413
6063	useitem_33a	1	0	1	36420
6064	useitem_12e	1	0	1	36460
6065	useitem_34a	1	0	1	36465
6066	taskitem_14g	1	1	1	36342
6067	taskitem_38j	1	1	1	36368
6068	taskitem_65a	1	1	1	36561
6069	useitem_39a	1	0	1	36568
6071	taskitem_47a	1	1	1	36533
6073	taskitem_56a	1	0	1	36575
6074	taskitem_41e	1	0	10	36415
6075	taskitem_39j	1	0	1	36382
6076	taskitem_39j	0	1	1	36383
6077	taskitem_45b	1	0	1	
6072	taskitem_24l	0	1	1	36222
6088	yaopin_00200	1	0	3	
6089	yaopin_00300	1	0	5	
6090	taskitem_029mm	0	1	1	
6091	taskitem_029mm	1	1	1	
6092	taskitem_030mm	1	1	1	36031
6093	taskitem_030mm	1	0	1	36037
