STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
39800		1	1	1	
39801		1	1	1	
39802		1	1	1	
39803		1	1	1	
39804		1	1	1	
39805		1	1	1	
39806		1	1	1	
39807		1	1	1	
39808		1	1	1	
39809		1	1	1	
39810		1	1	1	
39811		1	1	1	
39812		1	1	1	
39813		1	1	1	
39814		1	1	1	
39815		1	1	1	
39816		1	1	1	
39817		1	1	1	
39818		1	1	1	
39819		1	1	1	
39820		1	1	1	
39821		1	1	1	
39822		1	1	1	
39823		1	1	1	
39824		1	1	1	
39825		1	1	1	
39826		1	1	1	
39827		1	1	1	
39828		1	1	1	
39829		1	1	1	
39830		1	1	1	
39831		1	1	1	
39832		1	1	1	
39833		1	1	1	
39834		1	1	1	
39835		1	1	1	
39836		1	1	1	
39837		1	1	1	
39838		1	1	1	
39839		1	1	1	
39840		1	1	1	
39841		1	1	1	
39842		1	1	1	
