STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
42900	taskitem_32f	1	0	1	43
42902	offitem_miyao01	1	0	5	131
42903	offitem_miyao01	1	0	5	142
42901	useitem_20f	1	1	1	
42904	book_wx_base0103	1	0	1	
42905	book_wx_base0101	1	0	1	
42906	book_wx_base0102	1	0	1	
42907	book_wx_base0103	1	0	1	
42908	book_wx_base0101	1	0	1	
42909	book_wx_base0102	1	0	1	
42910	book_wx_base0103	1	0	1	
42911	book_wx_base0101	1	0	1	
42912	book_wx_base0102	1	0	1	
42913	book_wx_base0103	1	0	1	
42914	book_wx_base0101	1	0	1	
42915	book_wx_base0102	1	0	1	
42916	book_wx_base0103	1	0	1	
42917	book_wx_base0101	1	0	1	
42918	book_wx_base0102	1	0	1	
42919	book_wx_base0103	1	0	1	
42920	tbook_CS_jh_cqgf01	1	0	1	
42921	tbook_CS_jh_cqgf04	1	0	1	
42922	tbook_CS_jh_cqgf05	1	0	1	174
42923	offitem_miyao01	1	0	5	137
42924	tbook_CS_jh_cqgf01	1	0	1	
42925	tbook_CS_jh_cqgf04	1	0	1	
42926	tbook_CS_jh_cqgf05	1	0	1	179
42927	tbook_CS_jh_cqgf01	1	0	1	
42928	tbook_CS_jh_cqgf04	1	0	1	
42929	tbook_CS_jh_cqgf05	1	0	1	184
42930	tbook_CS_jh_cqgf01	1	0	1	
42931	tbook_CS_jh_cqgf04	1	0	1	
42932	tbook_CS_jh_cqgf05	1	0	1	189
42933	tbook_CS_jh_cqgf01	1	0	1	
42934	tbook_CS_jh_cqgf04	1	0	1	
42935	tbook_CS_jh_cqgf05	1	0	1	194
42936	offitem_miyao01	1	0	5	126
42951	useitem_133m	1	0	1	
42952	useitem_134m	1	0	1	
42953	useitem_135m	1	0	1	
42954	useitem_136m	1	0	1	
42958	taskitem_korea_002	1	0	1	433
42959	taskitem_korea_003	1	0	1	70
42960	taskitem_korea_004	1	0	1	71
42961	taskitem_korea_005	1	0	1	72
42962	taskitem_korea_006	1	0	1	73
42963	taskitem_korea_007	1	0	1	74
42964	taskitem_korea_008	1	0	1	75
42965	taskitem_korea_009	1	0	1	76
42966	taskitem_korea_010	1	0	1	77
42967	taskitem_korea_011	1	0	1	78
42968	qingming_0291	1	0	1	291
42969	qingming_0292	1	0	1	292
42970	qingming_0293	1	0	1	293
