STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
10001	useitem_24h	1	0	1	40003
10002	useitem_31h	1	0	1	40017
10003	taskitem_37h	0	1	3	
10004	useitem_28h	1	0	1	40030
10005	useitem_29h	1	0	1	
10006	taskitem_40h	1	1	1	40110
10007	taskitem_40h	1	1	1	40111
10008	taskitem_40h	1	1	1	40112
10009	useitem_31h	1	0	1	40029
10010	useitem_31h	0	1	1	40030
10011	taskitem_64d	1	0	1	40087
10012	taskitem_63d	1	0	1	40087
10013	taskitem_40h	0	1	1	40109
10014	taskitem_18m	0	1	1	40386
10015	taskitem_18m	1	0	1	40387
10016	taskitem_19m	1	0	1	40387
10017	useitem_2m	1	0	1	40402
10018	useitem_3m	1	0	1	40412
10019	useitem_4m	1	0	1	40425
10020	useitem_5m	1	0	1	40425
10021					
10022					
10023					
10024					
10025					
10026					
10027					
10028					
10029					
10030					
10031					
10032					
10033					
10034					
10035					
10036					
10037					
10038					
10039					
10040					
10041					
10042					
10043					
10044					
10045					
10046					
10047					
10048					
10049					
10050					
10051					
10052					
10053					
10054					
10055					
10056					
10057					
10058					
10059					
10060					
10061					
10062					
10063					
10064					
10065					
10066					
10067					
10068					
10069					
10070					
10071					
10072					
10073					
10190	taskitem_10m	1	1	1	40268
10191	taskitem_10m	1	0	1	40269
10200	taskitem_66a	1	1	1	40292
10201	taskitem_67a	1	1	1	40292
10202	taskitem_72a	1	0	1	40316
10203	useitem_36a	1	0	1	40292
10204	taskitem_68a	1	0	1	40298
10205	taskitem_73a	1	0	10	40338
10206	taskitem_76a	0	1	1	40356
10207	useitem_40a	1	0	1	40354
10208	useitem_38a	1	0	1	40349
10300	useitem_56b	1	0	1	40451
10301	taskitem_81b	1	1	1	
10302	taskitem_77b	1	1	1	40466
10303	useitem_54b	1	0	1	40466
10305	taskitem_49j	1	1	1	40575
10306	useitem_20j	1	0	1	40543
10307	taskitem_121b	1	0	1	40482
10308	taskitem_121b	0	1	1	40489
10000	taskitem_60d	1	0	1	40061
10311					
10312					
10309					
10310					
10313	useitem_003mm	1		1	40194
10314	taskitem_011mm	0	1	2	40197
10315	taskitem_012mm	0	1	1	
10316	taskitem_014mm	0	1	1	
10317	taskitem_014mm	0	1	1	40204
10318	taskitem_015mm	1	0	1	40205
10319	taskitem_016mm	0	1	1	
10320	taskitem_65d	10	1	5	
10323	taskitem_017mm	0	1	1	40077
10324	taskitem_018mm	0	1	1	40085
10325	taskitem_334m	0	1	4	40451
10326	taskitem_81b	0	1	1	40452
10327	useitem_79b	1	0	1	40495
10321	taskitem_58d	1	0	1	
10322	taskitem_59d	1	0	1	40052
10328	taskitem_025mm	0	1	1	40160
10329	taskitem_020mm	1	0	1	40169
10330	taskitem_58d	1	0	1	40052
10331	taskitem_150sl	1	1	1	40002
10332	taskitem_40h	0	1	1	40122
10333	useitem_19j	0	1	1	40531
10334	useitem_109m	1	0	1	40085
