STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
22600	useitem_001zs	1	0	1	81154
22601	useitem_002zs	1	0	1	81154
22602	useitem_003zs	1	0	1	81155
22603	useitem_004zs	1	0	1	81156
22604	useitem_005zs	1	0	1	81157
22605	useitem_007zs	1	0	1	81158
22606	useitem_009sl	0	1	1	
22607	taskitem_164sl	1	1	1	81159
22608	taskitem_193sl	1	1	1	81160
22609	taskitem_185sl	0	1	1	81160
22610	useitem_011sl	1	1	1	
22611	taskitem_hy031	1	0	1	81164;81178
22612	taskitem_26qy	1	1	1	81166
22613	taskitem_46a	1	0	1	81185
22614	taskitem_105a	1	0	1	81186
22615	taskitem_49b	1	0	1	81189
22616	useitem_006zs	1	1	1	
