STRING	STRING	STRING	STRING	STRING	STRING
ID	ItemId	IsGive	back	Count	TaskID
30600		1	1	1	
30601		1	1	1	
30602		1	1	1	
30603		1	1	1	
30604		1	1	1	
30605		1	1	1	
30606		1	1	1	
30607		1	1	1	
30608		1	1	1	
30609		1	1	1	
30610		1	1	1	
30611		1	1	1	
30612		1	1	1	
30613		1	1	1	
30614		1	1	1	
30615		1	1	1	
30616		1	1	1	
30617		1	1	1	
30618		1	1	1	
30619		1	1	1	
30620		1	1	1	
30621		1	1	1	
30622		1	1	1	
30623		1	1	1	
30624		1	1	1	
30625		1	1	1	
30626		1	1	1	
30627		1	1	1	
30628		1	1	1	
30629		1	1	1	
30630		1	1	1	
30631		1	1	1	
30632		1	1	1	
30633		1	1	1	
30634		1	1	1	
30635		1	1	1	
30636		1	1	1	
30637		1	1	1	
30638		1	1	1	
30639		1	1	1	
30640		1	1	1	
30641		1	1	1	
30642		1	1	1	
