STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID
34003	WorldNpc10732	4	DialogID_34003		key_qy_jimingyi_01_chaidao	interactinfo_34003	okmenu_34003	
34002	WorldNpc10645	4	DialogID_34002		key_qy_jmy004_xiang-1	interactinfo_34002	okmenu_34002	10907
34004	JobMoHZ006	4	DialogID_34004		useitem_key_qy_jimingyi_02_baimao-1	interactinfo_34004	okmenu_34004	10910
34005	WorldNpc10917	4	DialogID_34005		useitem_key_qy_jimingyi_03_zhihuan-1	interactinfo_34005	OkMenu_34005	10909
34000	WorldNpc10801	4	DialogID_34000		key_qy_jmy004_xiang-1	interactinfo_34000	okmenu_34000	10903
34001	WorldNpc10803	4	DialogID_34001		key_qy_jmy004_xiang-1	interactinfo_34001	okmenu_34001	10905
34006	EventNpc_jmy_zhencha	4	DialogID_34006			interactinfo_34006	okmenu_34006	
34007	WorldNpc10939	4	DialogID_34007			interactinfo_34007	okmenu_34007	10916
34008	QYNpcmsjmy001	14	DialogID_34008			interactinfo_34008	okmenu_34008	10917
34009	WorldNpc10642	4	DialogID_34009			interactinfo_34009	okmenu_34009	
34010	WorldNpc10943	4	DialogID_34010		key_qy_msjmy206_wuhencao-1	interactinfo_34010	okmenu_34010	10922
