STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID	HideNpcID	BufferID
8764	wgm_009	13	DialogID_8764			interactinfo_8764	okmenu_8764	49502		
8766	wgm_009	13	DialogID_8766			interactinfo_8766	okmenu_8766			
8771	wgm_010	15	DialogID_8771			interactinfo_8771	okmenu_8771	49805		
8773	wgm_011	15	DialogID_8773			interactinfo_8773	okmenu_8773	49807		
8775	wgm_012	15	DialogID_8775			interactinfo_8775	okmenu_8775	49809		
8777	wgm_013	15	DialogID_8777			interactinfo_8777	okmenu_8777	49811		
8779	wgm_014	15	DialogID_8779			interactinfo_8779	okmenu_8779	49813		
8783	wgm_016	15	DialogID_8783			interactinfo_8783	okmenu_8783	49817		
8781	wgm_015	15	DialogID_8781			interactinfo_8781	okmenu_8781	49815		
8768	wgm_008	13	DialogID_8768			interactinfo_8768	okmenu_8768	49505		
8784	wgm_029	13	DialogID_8784			interactinfo_8784	okmenu_8784	49506		
8785	wgm_029	13	DialogID_8785		jiu_10006-10	interactinfo_8785	okmenu_8785	49506		
8786	wgm_029	13	DialogID_8786			interactinfo_8786	okmenu_8786	49507		
8787	wgm_029									
8788	wgm_029	13	DialogID_8788			interactinfo_8788	okmenu_8788	49508		
8789	wgm_031	13	DialogID_8789			interactinfo_8789	okmenu_8789	49509		
8790	wgm_031	13	DialogID_8790			interactinfo_8790	okmenu_8790	49510		
8791	wgm_031	13	DialogID_8791			interactinfo_8791	okmenu_8791	49510		
8792	wgm_031	13	DialogID_8792			interactinfo_8792	okmenu_8792	49511		
8793	wgm_030	13	DialogID_8793			interactinfo_8793	okmenu_8793	49511		
8794	wgm_030	13	DialogID_8794			interactinfo_8794	okmenu_8794	49512		
8795	wgm_030	13	DialogID_8795		drug_1007-10	interactinfo_8795	okmenu_8795	49512		
8796	wgm_008	13	DialogID_8796			interactinfo_8796	okmenu_8796	49513		
8797	funnpcclone003103	14	DialogID_8797			interactinfo_8797	okmenu_8797	49514		
8798	funnpcclone003103	14	DialogID_8798			interactinfo_8798	okmenu_8798	49515		
8799	funnpcclone003103	14	DialogID_8799			interactinfo_8799	okmenu_8799	49515		
