STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID	HideNpcID	BufferID
102	JobQianDZ006	1	DialogID_102	book_hw_normal-1		interactinfo_102	okmenu_102	1041		
115	JobChengD006	17	DialogID_115	book_hw_normal-1		interactinfo_115	okmenu_115	1044		
117	JobMoHZ006	4	DialogID_117	book_hw_normal-1		interactinfo_117	okmenu_117	1045		
119	JobLuoY006	16	DialogID_119	book_hw_normal-1		interactinfo_119	okmenu_119	1046		
101	JobQianDZ006	1	DialogID_101	hw_fb_rw_01001-60		interactinfo_101	okmenu_101	1041		
114	JobChengD006	17	DialogID_114	hw_fb_rw_01001-60		interactinfo_114	okmenu_114	1044		
116	JobMoHZ006	4	DialogID_116	hw_fb_rw_01001-60		interactinfo_116	okmenu_116	1045		
118	JobLuoY006	16	DialogID_118	hw_fb_rw_01001-60		interactinfo_118	okmenu_118	1046		
103	JobQianDZ011	1	DialogID_103			interactinfo_103	okmenu_103			
104	JobYanYZ011	3	DialogID_104			interactinfo_104	okmenu_104			
105	JobChengD011	17	DialogID_105			interactinfo_105	okmenu_105			
106	JobMoHZ011	4	DialogID_106			interactinfo_106	okmenu_106			
107	JobLuoY011	16	DialogID_107			interactinfo_107	okmenu_107			
130	Event_yd_qd01	1				interactinfo_130		1002		
132	Event_yd_yyz01	3				interactinfo_132		1006		
134	Event_yd_cd01	17				interactinfo_134		1011		
136	Event_yd_jmy01	4				interactinfo_136		1016		
138	Event_yd_ly01	16				interactinfo_138		1021		
140	Event_yd_qd02	1				interactinfo_140		1026		
123	WorldNpc10005	16	DialogID_123	tbook_zhenfa_jh_01-1		interactinfo_123	okmenu_123	1171		
124	FuncNpc00003	1	DialogID_124	tbook_zhenfa_jh_01-1		interactinfo_124	okmenu_124	1172		
128	WorldNpc10005	16	DialogID_128	tbook_zf_jh_01_01-1		interactinfo_128	okmenu_128	1177		
129	FuncNpc00003	1	DialogID_129	tbook_zf_jh_01_01-1		interactinfo_129	okmenu_129	1178		
111	JobQianDZ006	1	DialogID_111	book_hw_normal-1		interactinfo_111	okmenu_111			
110	JobQianDZ006	1	DialogID_110	hw_fb_rw_01001-60		interactinfo_110	okmenu_110			
142	WorldNpc00169	1	DialogID_142			interactinfo_142	okmenu_142	"10,031,027"		
143	WorldNpc00948	3	DialogID_142			interactinfo_143	okmenu_142	1007		
144	cd461	17	DialogID_142			interactinfo_144	okmenu_144	1012		
145	WorldNpc10743	4	DialogID_142			interactinfo_145	okmenu_142	1017		
146	ly723	16	DialogID_142			interactinfo_146	okmenu_142	1022		
148	cantsuccess	61				interactinfo_148		"100,210,111,006,101,000,000,000"		
131	YdNpc_zdjm	61	DialogID_131	book_qinggong_4-1		interactinfo_131	okmenu_131	"100,210,111,006,101,000,000,000"		
158	qdzai026	1								
401	qdzai026	1								
160	Guildfuncnpc001		DialogID_160			interactinfo_160	okmenu_160			
159	Guildfuncnpc001		DialogID_159			interactinfo_159	okmenu_159			
147	YdNpc_walllbook	61	DialogID_147			interactinfo_147	okmenu_147	"100,210,111,006,101,000,000,000"		
163	JobQianDZ011	1	DialogID_163	hw_fb_rw_01001-50		interactinfo_163	okmenu_163			
161	JobLuoY011	16	DialogID_161	hw_fb_rw_01001-50		interactinfo_161	okmenu_161			
164	JobQianDZ011	1	DialogID_164	hw_fb_rw_01001-50		interactinfo_164	okmenu_164			
165	JobYanYZ011	3	DialogID_165	hw_fb_rw_01001-50		interactinfo_165	okmenu_165			
169	WorldNpc04404	11	DialogID_169	tibook_CS_wd_qfjf04-1		interactinfo_169	okmenu_169			
172	WorldNpc04405	11	DialogID_172	tibook_CS_wd_lyjf05-1		interactinfo_172	okmenu_172	1235		
173	WorldNpc04405	11	DialogID_173	tibook_CS_wd_lyjf04-1		interactinfo_173	okmenu_173	1236		
176	WorldNpc02205	9	DialogID_176	tibook_CS_tm_fgzyc02-1|tibook_CS_tm_fgzyc04-1		interactinfo_176	okmenu_176	1239		
177	WorldNpc02205	9	DialogID_177	tibook_CS_tm_fgzyc03-1		interactinfo_177	okmenu_177	1240		
180	WorldNpc02206	9	DialogID_180	tibook_CS_tm_mhb02-1|tibook_CS_tm_mhb03-1		interactinfo_180	okmenu_180	1243		
181	WorldNpc02206	9	DialogID_181	tibook_CS_tm_mhb05-1		interactinfo_181	okmenu_181	1244		
182	WorldNpc02206	9	DialogID_182	tibook_CS_tm_mhb06-1		interactinfo_182	okmenu_182	1245		
506	WorldNpc02202	9	DialogID_506	tibook_CS_tm_jsc01-1|tibook_CS_tm_jsc04-1		interactinfo_506	okmenu_506	1406		
507	WorldNpc02202	9	DialogID_507	tibook_CS_tm_jsc06-1		interactinfo_507	okmenu_507	1407		
508	WorldNpc02202	9	DialogID_508	tibook_CS_tm_jsc02-1|tibook_CS_tm_jsc05-1		interactinfo_508	okmenu_508	1408		
184	WorldNpc00211	12	DialogID_184	tibook_CS_sl_wtgf02-1		interactinfo_184	okmenu_184	1247		
185	WorldNpc00211	12	DialogID_185	tibook_CS_sl_wtgf06-1		interactinfo_185	okmenu_185	1248		
186	WorldNpc00211	12	DialogID_186	tibook_CS_sl_wtgf03-1		interactinfo_186	okmenu_186	1249		
187	WorldNpc00202	12	DialogID_187	tibook_CS_sl_djgq02-1|tibook_CS_sl_djgq07-1		interactinfo_187	okmenu_187	1250		
188	WorldNpc00202	12	DialogID_188	tibook_CS_sl_djgq05-1|tibook_CS_sl_djgq08-1		interactinfo_188	okmenu_188	1251		
189	WorldNpc00202	12	DialogID_189	tibook_CS_sl_djgq06-1		interactinfo_189	okmenu_189	1252		
190	WorldNpc00202	12	DialogID_190	tibook_CS_sl_djgq03-1|tibook_CS_sl_djgq04-1		interactinfo_190	okmenu_190	1253		
