STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID	HideNpcID	BufferID
60000	23333333	603				interactinfo_60000				
60001	dhyd_ssl_010		DialogID_60001			interactinfo_60001	okmenu_60001	70020		
60002	dhyd_ssl_001		DialogID_60002			interactinfo_60002	okmenu_60002	70021		
60003	dhyd_ssl_011		DialogID_60003			interactinfo_60003	okmenu_60003	70022		
60004	dhyd_ssl_010		DialogID_60004			interactinfo_60004	okmenu_60004	70023		
60005	npc_huiguihuodong_01		DialogID_60005			interactinfo_60005	okmenu_60005	70016		
60006						interactinfo_60006				
60013	JobSuZ011	14	DialogID_60013			interactinfo_60013	okmenu_60013	70029		
60020	zqhd_006		DialogID_60020		item_zqhd_001-1	interactinfo_60020	okmenu_60020	70031		
60010	EventNpc_wjd_wjd_001	604	DialogID_60010			interactinfo_60010	okmenu_60010	70503		
60011	EventNpc_wjd_wjd_002	603	DialogID_60011			interactinfo_60011	okmenu_60011	70503		
60012	npc_wjd_wjd_004	603	DialogID_60012			interactinfo_60012	okmenu_60012	70503		
60014	npc_wjd_wjd_004	603	DialogID_60014			interactinfo_60014	okmenu_60014	70503		
60007	npc_wjd_wjd_003	605	DialogID_60007			interactinfo_60007	okmenu_60007	70500		
60023	npc_wjd_wjd_003	605	DialogID_60023			interactinfo_60023	okmenu_60023	70506		
60031	111222333		DialogID_60031			interactinfo_60031	okmenu_60031	70508		
60040	npc_wjd_wjd_003	605	DialogID_60040			interactinfo_60040	okmenu_60040	70511		
60041	112233		DialogID_60041			interactinfo_60041	okmenu_60041	70511		
60045	npc_wjd_wjd_003	605	DialogID_60045			interactinfo_60045	okmenu_60045	70512		
60048	npc_wjd_wjd_003	605	DialogID_60048			interactinfo_60048	okmenu_60048	70514		
60051	npc_wjd_wjd_003	605	DialogID_60051			interactinfo_60051	okmenu_60051	70514		
60054	111222333		DialogID_60054			interactinfo_60054	okmenu_60054	70516		
60056	112233		DialogID_60056			interactinfo_60056	okmenu_60056	70517		
60057	112233		DialogID_60057			interactinfo_60057	okmenu_60057	70517		
60028	11122233		DialogID_60028			interactinfo_60028	okmenu_60028	70507		
60030	npc_wjd_wjd_006	605	DialogID_60030			interactinfo_60030	okmenu_60030	70508		
60008	Gather_wjd_wjd_001	605	DialogID_60008			interactinfo_60008	okmenu_60008	70502		
60059	11122233					interactinfo_60059		70504		
60058	WorldNpc04103	5	DialogID_60058		item_wjd_wjd_013-1	interactinfo_60058	okmenu_60058	70506		
60043	npc_wjd_wjd_002	605	DialogID_60043	item_wjd_wjd_016-1	item_wjd_wjd_015-1	interactinfo_60043	okmenu_60043	70512		
60044	npc_wjd_wjd_003	605	DialogID_60044		item_wjd_wjd_016-1	interactinfo_60044	okmenu_60044	70512		
60009	npc_wjd_wjd_001	605	DialogID_60009			interactinfo_60009	okmenu_60009	70502		
60015	npc_wjd_wjd_001	605	DialogID_60015	item_wjd_wjd_001-1|item_wjd_wjd_002-1		interactinfo_60015	okmenu_60015	70504		
60016	npc_wjd_wjd_004	603	DialogID_60016			interactinfo_60016	okmenu_60016	70504		
60018	npc_wjd_wjd_001	605	DialogID_60018	item_wjd_wjd_012-1		interactinfo_60018	okmenu_60018	70505		
60019	npc_wjd_wjd_001	605	DialogID_60019	item_wjd_wjd_013-1	item_wjd_wjd_012-1	interactinfo_60019	okmenu_60019	70505		
60024	npc_wjd_wjd_001	605	DialogID_60024			interactinfo_60024	okmenu_60024	70506		
60021	jyw040	5	DialogID_60021			interactinfo_60021	okmenu_60021	70506		
60022	jyw041	5	DialogID_60022			interactinfo_60022	okmenu_60022	70506		
60027	npc_wjd_wjd_001	605	DialogID_60027			interactinfo_60027	okmenu_60027	70507		buff_wjd_wjd_001
60029	npc_wjd_wjd_001	605	DialogID_60029			interactinfo_60029	okmenu_60029	70508		
60033	npc_wjd_wjd_001	605	DialogID_60033			interactinfo_60033	okmenu_60033	70509		
60034	npc_wjd_wjd_001	605	DialogID_60034			interactinfo_60034	okmenu_60034	70509		
60036	npc_wjd_wjd_001	605	DialogID_60036	item_wjd_wjd_014-1		interactinfo_60036	okmenu_60036	70510		
