STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID	ActionID	HideNpcID
12093	WorldNpc00462	12	DialogID_12093_1			interactinfo_12093_2	okmenu_12093_1			
12102	WorldNpc00359	12	DialogID_12102_1			interactinfo_12102_1	okmenu_12102_1			
12105	WorldNpc00360	12	DialogID_12105_1			interactinfo_12105_1	okmenu_12105_1			
12106	WorldNpc00361	12	DialogID_12106_1			interactinfo_12106_1	okmenu_12106			
12129	WorldNpc00331	12	DialogID_12129_2			interactinfo_12129_2	okmenu_12129_2			
12145	WorldNpc00361	12	DialogID_12145_1			interactinfo_12145_1	okmenu_12145_1			
12158	WorldNpc00201	12	DialogID_12158_1			interactinfo_12158_1	okmenu_12158_1			
12162	WorldNpc00375	12	DialogID_12162_2			interactinfo_12162_2	okmenu_12162_2			
12009	WorldNpc00203	12	DialogID_12009_2			interactinfo_12009_2	okmenu_12009_1	38048		
12010	WorldNpc00462	12	DialogID_12010_3			interactinfo_12010_3	okmenu_12010_2	38048		
12011	WorldNpc00473	12	DialogID_12011_4			interactinfo_12011_4	okmenu_12011_3	38048		
12015	WorldNpc00201	12	DialogID_12015_1	taskitem_16b-1	taskitem_23b-1	interactinfo_12015_1	okmenu_12015_1	38111		
12016	WorldNpc00212	12	DialogID_12016_2		taskitem_16b-1	interactinfo_12016_2	okmenu_12016_2	38111		
12017	WorldNpc00201	12	DialogID_12017_1		taskitem_20b-1	interactinfo_12017	okmenu_12017	38123		
12018	WorldNpc00447	12	DialogID_12018_1			interactinfo_12018	okmenu_12018	38132		
12019	WorldNpc00331	12	DialogID_12019_1		taskitem_381-1	interactinfo_12019	okmenu_12019	38152		
12020	WorldNpc00212	12	DialogID_12020_2			interactinfo_12020_2	okmenu_12020_2	38154		
12021	WorldNpc00210	12	DialogID_12021_3			interactinfo_12021_3	okmenu_12021_3	38154		
12022	WorldNpc00206	12	DialogID_12022_1		taskitem_383-1	interactinfo_12022	okmenu_12022	38160		
12023	WorldNpc00206	12	DialogID_12023_1		taskitem_385-1	interactinfo_12023	okmenu_12023	38163		
12024	WorldNpc00342	12	DialogID_12024_1	taskitem_386-1		interactinfo_12024	okmenu_12024	38171		
12025	ItemNpc20501	20	DialogID_12025_1		taskitem_386-1	interactinfo_12025	okmenu_12025	38173		
12026	ItemNpc20502	20	DialogID_12026_1		taskitem_388-1	interactinfo_12026	okmenu_12026	38185		
12027	WorldNpc00246	12	DialogID_12027_1			interactinfo_12027	okmenu_12027	38193		
12028	WorldNpc00204	12	DialogID_12028			interactinfo_12028	okmenu_12028	38249		
12029	WorldNpc00203	12	DialogID_12029	useitem_1g-1		interactinfo_12029	okmenu_12029	38273		
12030	WorldNpc00228	12	DialogID_12030_1	taskitem_13g-1		interactinfo_12030_1	okmenu_12030_1	38278		
12031	WorldNpc00204	12	DialogID_12031_2		taskitem_13g-1	interactinfo_12031_2	okmenu_12031_2	38278		
12032	WorldNpc01616	14	DialogID_12032_1		taskitem_11g-1	interactinfo_12032_1	okmenu_12032_1	38328		
12033	WorldNpc01619	14	DialogID_12033_1			interactinfo_12033	okmenu_12033_1	38334		
12034	WorldNpc08913	13	DialogID_12034_1		taskitem_397-1	interactinfo_12034_1	okmenu_12034_1	38338		
12035	WorldNpc08913	13	DialogID_12035_2			interactinfo_12035_2	okmenu_12035_2	38338		
12036	WorldNpc08926	13	DialogID_12036_1			interactinfo_12036_1	okmenu_12036_1	38349		
12037	WorldNpc08926	13	DialogID_12037_2			interactinfo_12037_2	okmenu_12037_2	38349		
12038	WorldNpc08932	13	DialogID_12038_1		taskitem_419-1	interactinfo_12038	okmenu_12038	38361		
12039	WorldNpc08933	13	DialogID_12039_1	useitem_1b-1		interactinfo_12039_1	okmenu_12039_1	38366		
12040	WorldNpc08920	13	DialogID_12040_2		useitem_1b-1	interactinfo_12040_2	okmenu_12040_2	38366		
12041	WorldNpc08921	13	DialogID_12041_1		taskitem_41j-1	interactinfo_12041	okmenu_12041	38371		
12042	WorldNpc08916	13	DialogID_12042_2		taskitem_408-1	interactinfo_12042	okmenu_12042	38384		
12043	WorldNpc00224	12	DialogID_12043_1	taskitem_407-1		interactinfo_12043_1	okmenu_12043_1	38390		
12045	WorldNpc08828	13	DialogID_12045_1	taskitem_321-3		interactinfo_12045_1	okmenu_12045_1	38405		
12046	WorldNpc08831	13	DialogID_12046_2		taskitem_321-3	interactinfo_12046_2	okmenu_12046_2	38405		
12047	WorldNpc10008	16	DialogID_12047_1	taskitem_177-2		interactinfo_12047_1	okmenu_12047_1	38416		
12048	WorldNpc10017	16	DialogID_12048_2		taskitem_177-2	interactinfo_12048_2	okmenu_12048_2	38416		
12049	WorldNpc10008	16	DialogID_12049_1	taskitem_40j-1		interactinfo_12049_1	okmenu_12049_1	38417		
12050	WorldNpc10018	16	DialogID_12050_2		taskitem_40j-1	interactinfo_12050_2	okmenu_12050_2	38417		
12051	Gather00006b	16	0			interactinfo_12051	okmenu_12051	38418		
12052	WorldNpc06136	22	DialogID_12052_1			interactinfo_12052_1	okmenu_12052_1	38434		
12053	WorldNpc06134	22	DialogID_12053_2			interactinfo_12053_2	okmenu_12053_2	38434		
12054	WorldNpc06135	22	DialogID_12054_3			interactinfo_12054_3	okmenu_12054_3	38434		
12057	WorldNpc01123	14	DialogID_12057_1	taskitem_43j-3		interactinfo_12057_1	okmenu_12057	38470		
12060	WorldNpc01455	14	DialogID_12060_1		taskitem_44j-1	interactinfo_12060	okmenu_12060	38480		
12061	WorldNpc00229	12	DialogID_12061_1	taskitem_1d-1		interactinfo_12061_1	okmenu_12061_1	38481		
12062	WorldNpc00212	12	DialogID_12062_2		taskitem_1d-1	interactinfo_12062_2	okmenu_12062_2	38481		
12063	WorldNpc02520	9	DialogID_12063			interactinfo_12063	okmenu_12063	38494		
12064	WorldNpc02502	9	DialogID_12064			interactinfo_12064	okmenu_12064	38502		
12065	WorldNpc02502	9	DialogID_12065_1		taskitem_13d-1	interactinfo_12065_1	okmenu_12065_1	38513		
12066	WorldNpc02512	9	DialogID_12066_2		taskitem_13d-1	interactinfo_12066_2	okmenu_12066_2	38513		
12067	WorldNpc02511	9	DialogID_12067_3		taskitem_13d-1	interactinfo_12067_3	okmenu_12067_3	38513		
12068	WorldNpc02521	9	DialogID_12068			interactinfo_12068	okmenu_12068	38521		
12070	WorldNpc05793	21	DialogID_12070_1			interactinfo_12070	okmenu_12070	38531		
12071	WorldNpc05793	21	DialogID_12071_1		taskitem_313-1	interactinfo_12071_1	okmenu_12071_1	38536		
12072	WorldNpc05794	21	DialogID_12072_2		taskitem_313-1	interactinfo_12072_2	okmenu_12072_2	38536		
12073	WorldNpc05795	21	DialogID_12073_3		taskitem_313-1	interactinfo_12073_3	okmenu_12073_3	38536		
12074	WorldNpc05796	21	DialogID_12074_4		taskitem_313-1	interactinfo_12074_4	okmenu_12074_4	38536		
12075	WorldNpc05793	21	DialogID_12075_1		taskitem_19-1	interactinfo_12075_1	okmenu_12075_1	38539		
12076	WorldNpc05794	21	DialogID_12076_2		taskitem_19-1	interactinfo_12076_2	okmenu_12076_2	38539		
12077	WorldNpc05795	21	DialogID_12077_3		taskitem_19-1	interactinfo_12077_3	okmenu_12077_3	38539		
12078	WorldNpc05796	21	DialogID_12078_4		taskitem_19-1	interactinfo_12078_4	okmenu_12078_4	38539		
12079	WorldNpc05791	21	DialogID_12079_1			interactinfo_12079_1	okmenu_12079_1	38559		
12080	WorldNpc05799	21	DialogID_12080_2			interactinfo_12080_2	okmenu_12080_2	38559		
12081	WorldNpc05793	21	DialogID_12081_1			interactinfo_12081_1	okmenu_12081_1	38560		
12082	WorldNpc05794	21	DialogID_12082_2			interactinfo_12082_2	okmenu_12082_2	38560		
