STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID	HideNpcID	BufferID
74261	Npc_yd_wg_jx_ts01	834	DialogID_74261			interactinfo_74261	okmenu_74261	74263		
74262	Npc_yd_wg_jx_ts01	834	DialogID_74262			interactinfo_74262	okmenu_74262	74264		
74272	ly735	16	DialogID_74272			interactinfo_74272	okmenu_74272	74281		
74273	newmp_tsp_006	832	DialogID_74273	tdrop_reasure_bwyd-1		interactinfo_74273	okmenu_74273	74282		
74274	spynpc_ts	832	DialogID_74274			interactinfo_74274	okmenu_74274	74285		
74275	lurknpc_sl01	12	DialogID_74275			interactinfo_74275	okmenu_74275	74286		
74276	spynpc_ts	832	DialogID_74276			interactinfo_74276	okmenu_74276	74286		
74277	ctnpc_sl	12	DialogID_74277			interactinfo_74277	okmenu_74277	74286		
74278	booknpc_ts	832	DialogID_74278		bookyd_ds	interactinfo_74278	okmenu_74278	74287		
74279	booknpc_ts	832	DialogID_74279		bookyd_hs	interactinfo_74279	okmenu_74279	74288		
74295	newmp_tsp_004	832	DialogID_74295			interactinfo_74295	okmenu_74295	74293		
74260	Npc_yd_wg_jx_ts01	834	DialogID_74260	ng_book_ts_fc_001-1		interactinfo_74260	okmenu_74260	74260		
74264	newmp_tsp_006	832	DialogID_74264	book_CS_jh_jyjf05-1|book_CS_jh_jyjf06-1|book_CS_jh_jyjf03-1		interactinfo_74264	okmenu_74264	74272		
74263	newmp_tsp_006	832	DialogID_74263	book_CS_jh_jyjf07-1|book_CS_jh_jyjf04-1|sword_wd_10101-1		interactinfo_74263	okmenu_74263	74271		
74265	newmp_tsp_006	832	DialogID_74265	book_CS_jh_jyjf01-1		interactinfo_74265	okmenu_74265	74273		
74266	newmp_tsp_006	832	DialogID_74266	book_CS_jh_jyjf02-1|book_CS_jh_jyjf08-1		interactinfo_74266	okmenu_74266	74274		
74267	newmp_tsp_007	832	DialogID_74267	book_CS_jh_wlp01-1|book_CS_jh_wlp02-1|book_CS_jh_wlp03-1		interactinfo_74267	okmenu_74267	74276		
74268	newmp_tsp_007	832	DialogID_74268	book_CS_jh_wlp05-1		interactinfo_74268	okmenu_74268	74277		
74269	newmp_tsp_007	832	DialogID_74269	book_CS_jh_wlp04-1		interactinfo_74269	okmenu_74269	74278		
74270	newmp_tsp_007	832	DialogID_74270	book_CS_jh_wlp06-1		interactinfo_74270	okmenu_74270	74279		
74201	newmp_tsp_002	832	DialogID_74201			interactinfo_74201	okmenu_74201	74204		
74202	EventNpc_tszyb_001	832				interactinfo_74202		74204		
74203	EventNpc_tszyb_002	832				interactinfo_74203		74205		
74204	EventNpc_tszyb_003	832				interactinfo_74204		74207		
74205	EventNpc_tszyb_004	832				interactinfo_74205		74207		
74211	newmp_tspzyb_004	832	DialogID_74211			interactinfo_74211	okmenu_74211			
74206	newmp_tspzyb_005	832	DialogID_74206		item_tspzyb_003-1	interactinfo_74206	okmenu_74206	74209		
74207	EventNpc_tszyb_005	832				interactinfo_74207		74209		
74208	EventNpc_tszyb_006	832				interactinfo_74208		74210		
74210	EventNpc_tszyb_007	832				interactinfo_74210		74214		
74215	EventNpc_tszyb_008	832				interactinfo_74215		74216		
74271	Transschool22guj_A	832	DialogID_74271			interactinfo_74271	okmenu_74271	74281		
74209	newmp_tspzyb_009	832	DialogID_74209			interactinfo_74209	okmenu_74209	74213		
74291	wd170	11	DialogID_74291			interactinfo_74291	okmenu_74291	74291		
74294	EventNpc_tsen_001	16	DialogID_74294			interactinfo_74294		74293		
74216	EventNpc_sy_002	3				interactinfo_74216		74221		
74218	EventNpc_sy_003	3				interactinfo_74218		74223		
74219	syjq_syzyb_008	3	DialogID_74219			interactinfo_74219	okmenu_74219	74224		
74220	EventNpc_sy_004	14				interactinfo_74220		74227		
74221	syjq_syzyb_012	14	DialogID_74221			interactinfo_74221	okmenu_74221	74228		
74224	syjq_syzyb_013	14	DialogID_74224	item_syjqzyb_001-1		interactinfo_74224	okmenu_74224	74228		
74222	syjq_syzyb_014	14	DialogID_74222			interactinfo_74222	okmenu_74222	74229		
74225	syjq_syzyb_019	14	DialogID_74225	item_syjqzyb_003-1		interactinfo_74225	okmenu_74225	74232		
74226	syjq_syzyb_018	14	DialogID_74226		item_syjqzyb_003-1	interactinfo_74226	okmenu_74226	74232		
74227	EventNpc_sy_001	3				interactinfo_74227		74220		
74217						interactinfo_74217		74222		
74223	syjq_syzyb_015	14	DialogID_74223		item_syjqzyb_001-1	interactinfo_74223	okmenu_74223	74229	syjq_syzyb_014	
74281	newmp_xmg_tsdh01	891	DialogID_74281			interactinfo_74281	okmenu_74281			
74280	newmp_xmg_001	891	DialogID_74280			interactinfo_74280	okmenu_74280			
74300	newmp_tsp_001	891	DialogID_74300			interactinfo_74300	okmenu_74300	74256		
74297	newmp_xmg_tsdh01	891	DialogID_74297			interactinfo_74297	okmenu_74297	74257		
74298	newmp_xmg_001	891	DialogID_74298			interactinfo_74298	okmenu_74298	74257		
74299	newmp_xmg_001	891	DialogID_74299			interactinfo_74299	okmenu_74299	74257		
74296	Gather_xmgguj_001	891				interactinfo_74296		74258		
74252	EventNpc_lzy_xmg_gzwj001	891				interactinfo_74252				
74250						interactinfo_74250				
74253	npcmp_lzy_xmg_drrc_001_a	891	DialogID_74253			interactinfo_74253	okmenu_74253			
74254	npcmp_lzy_xmg_drrc_001_b	891	DialogID_74254			interactinfo_74254	okmenu_74254			
74255	npcmp_lzy_xmg_drrc_001_c	891	DialogID_74255			interactinfo_74255	okmenu_74255			
