STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID	HideNpcID	BufferID
17004	EventNpc34006	17				interactinfo_17004		34006		
17014	WorldNpc09841	17	DialogID_17014	useitem_31w-1		interactinfo_17014	okmenu_17014	34033		
17035	EventNpc34071	5				interactinfo_17035		34071		
17036	WorldNpc04233	5	DialogID_17036			interactinfo_17036	okmenu_17036	34071		
17037	WorldNpc04234	5	DialogID_17037			interactinfo_17037	okmenu_17037	34072		
17038	EventNpc34076	5				interactinfo_17038		34076		
17039	EventNpc34079	21				interactinfo_17039		34079		
17040	WorldNpc05863	21	DialogID_17040			interactinfo_17040	okmenu_17040	34081		
17041	WorldNpc05864	21	DialogID_17041			interactinfo_17041	okmenu_17041	34081		
17042	WorldNpc05865	21	DialogID_17042			interactinfo_17042	okmenu_17042	34084		
17043	EventNpc34084	21				interactinfo_17043		34084		
17044	EventNpc34085	21				interactinfo_17044		34085		
17045	EventNpc34086	21				interactinfo_17045		34086		
17046	WorldNpc05862	21	DialogID_17046			interactinfo_17046	okmenu_17046	34087		
17047	WorldNpc05870	21	DialogID_17047			interactinfo_17047	okmenu_17047	34090		
17048	WorldNpc05869	21	DialogID_17048			interactinfo_17048	okmenu_17048	34092		
17049	WorldNpc05870	21	DialogID_17049			interactinfo_17049	okmenu_17049	34092		
17050	WorldNpc05863	21	DialogID_17050			interactinfo_17050	okmenu_17050	34097		
17051	EventNpc34098	21				interactinfo_17051		34098		
17053	EventNpc34103	17				interactinfo_17053		34103		
17054	WorldNpc09853	17	DialogID_17054			interactinfo_17054	okmenu_17054	34104		
17055	EventNpc34105	13				interactinfo_17055		34105		
17056	EventNpc34106	13				interactinfo_17056		34106		
17057	WorldNpc08755	13	DialogID_17057			interactinfo_17057	okmenu_17057	34108		
17058	WorldNpc08756	13	DialogID_17058			interactinfo_17058	okmenu_17058	34109		
17060	WorldNpc08757	13	DialogID_17060			interactinfo_17060	okmenu_17060	34112		
17061	EventNpc34110	13				interactinfo_17061		34113		
17777										
17062	WorldNpc08758	13	DialogID_17062			interactinfo_17062	okmenu_17062	34114		
17063	EventNpc34119	13				interactinfo_17063		34119		
17064	WorldNpc08758	13	DialogID_17064			interactinfo_17064	okmenu_17064	34126		
17065	WorldNpc08761	13	DialogID_17065			interactinfo_17065	okmenu_17065	34128		
17066	WorldNpc08758	13	DialogID_17066			interactinfo_17066	okmenu_17066	34130		
17067	WorldNpc08762	13	DialogID_17067			interactinfo_17067	okmenu_17067	34131		
17002	EventNpc34002	17	DialogID_17002			interactinfo_17002	okmenu_17002			
17059	WorldNpc08409	13	DialogID_17059	taskitem_w188-3		interactinfo_17059	okmenu_17059	34111		
17015	EventNpc34034	7				interactinfo_17015				
17069	FuncNpc00204	13	DialogID_17069	taskitem_w191-1		interactinfo_17069	okmenu_17069	34125		
17001	WorldNpc09841	17	DialogID_17001	taskitem_w174-1		interactinfo_17001	okmenu_17001	34001		
17073										
17012	EventNpc34025	17				interactinfo_17012				
17076	WorldNpc09835	17	DialogID_17076			interactinfo_17076	okmenu_17076	34025		
17070	WorldNpc09831	17	DialogID_17070			interactinfo_17070	okmenu_17070			
17077	WorldNpc09835	17	DialogID_17077			interactinfo_17077	okmenu_17077	34026		
17005	EventNpc34009	17				interactinfo_17005				
17006	EventNpc34012	17	DialogID_17006			interactinfo_17006	okmenu_17006			
17082	WorldNpc09837	17	DialogID_17082			interactinfo_17082	okmenu_17082	34011		
17007	EventNpc34020	17				interactinfo_17007				
17010	EventNpc34022-3	17				interactinfo_17010		34014		
17086	WorldNpc09647	17	DialogID_17086			interactinfo_17086	okmenu_17086	34021		
17088	WorldNpc09838	17	DialogID_17088			interactinfo_17088	okmenu_17088	34028		
17013	WorldNpc09829	17	DialogID_17013			interactinfo_17013	okmenu_17013			
17087	EventNpc34003	17				interactinfo_17087		34027		
17089	EventNpc34009	17				interactinfo_17089		34029		
17085	WorldNpc09963	17	DialogID_17085		taskitem_yl068-1	interactinfo_17085	okmenu_17085	34018		
17068	WorldNpc09841	17	DialogID_17068			interactinfo_17068	okmenu_17068			
17084	WorldNpc09834	17	DialogID_17084			interactinfo_17084	okmenu_17084			
17092	EventNpc34020	17				interactinfo_17092		34015		
17081	EventNpc34010	17				interactinfo_17081		34010		
17083	EventNpc34012	17				interactinfo_17083		34012		
17093	EventNpc34008	17				interactinfo_17093		34008		
17096	WorldNpc09745	17	DialogID_17096			interactinfo_17096	okmenu_17096	34143		
17072	Qiecuo_jiaoxue007	60	DialogID_17072			interactinfo_17072	okmenu_17072			
17003	EventNpc34003	17	DialogID_17003			interactinfo_17003	okmenu_17003			
17097	cd473	17	DialogID_17097			interactinfo_17097	okmenu_17097	34144		
17091	WorldNpc09960	17	DialogID_17091		taskitem_w177-1	interactinfo_17091	okmenu_17091	34032		
17094	EventNpc34140	17				interactinfo_17094		34140		
17098	cd472	17	DialogID_17098			interactinfo_17098	okmenu_17098	34142		
17095	cd380	17	DialogID_17095		taskitem_yl071-1	interactinfo_17095	okmenu_17095	34004		
17078	WorldNpc09835	17	DialogID_17078	mount_2_001qd-1		interactinfo_17078	okmenu_17078	34008		
17090	WorldNpc09839	17	DialogID_17090			interactinfo_17090	okmenu_17090	34031		
17011	WorldNpc09833	17	DialogID_17011			interactinfo_17011	okmenu_17011			
17075	WorldNpc09833	17	DialogID_17075			interactinfo_17075	okmenu_17075			
17008	EventNpc34022-1	17				interactinfo_17008				
17009	EventNpc34022-2	17				interactinfo_17009				
17074	Gather0037yl	17		useitem_118m-1		interactinfo_17074				
17099	cd481	17	DialogID_17099			interactinfo_17099	okmenu_17099	34010		
17016	WorldNpc10285	16	DialogID_17016			interactinfo_17016	okmenu_17016	34035		
17021	EventNpc34038	16				interactinfo_17021		34038		
17022	EventNpc34045	16				interactinfo_17022		34045		
17020	WorldNpc10137	16	DialogID_17020	taskitem_yl089-1		interactinfo_17020	okmenu_17020	34038		
17018	EventNpc34036	16				interactinfo_17018		34036		
17024	EventNpc34048	16				interactinfo_17024		34048		
17026	Gather0047yl	16		useitem_129m-1		interactinfo_17026		34048		
17025	ly757	16	DialogID_17025		taskitem_yl092-1	interactinfo_17025	okmenu_17025	34062		
17034	ly762	16	DialogID_17034			interactinfo_17034	okmenu_17034	"3,407,034,057"		
17019	ly757	16	DialogID_17019	useitem_131m-1		interactinfo_17019	okmenu_17019	34061		
17030	EventNpc34063	16				interactinfo_17030		34063		
17023	EventNpc34064_1	16				interactinfo_17023		34064		
17017	EventNpc34035	16				interactinfo_17017		34066		
17071	ly763	16	DialogID_17071			interactinfo_17071	okmenu_17071	34059		
17032	EventNpc34068	16	DialogID_17032			interactinfo_17032	okmenu_17032	34068		
17028	Gather0048yl	16		taskitem_yl092-1		interactinfo_17028		"3,406,134,062"		
17031		16				interactinfo_17031		34056		
17033	°×ÏãÈç	16	DialogID_17033			interactinfo_17033	okmenu_17033			
17079	Gather0050yl	16		taskitem_yl097-1		interactinfo_17079				
17080	Gather0051yl	16		taskitem_yl098-1		interactinfo_17080		34070		
17100		16				interactinfo_17100		34067		
17027	EventNpc34052	16				interactinfo_17027		34052		
17029	EventNpc34054	16				interactinfo_17029		34054		
17052	event_cdzyb_001	17	DialogID_17052			interactinfo_17052	okmenu_17052	34096		
