STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	SceneID	DialogID	GetItems	LostItems	TrackInfo	OkMenu	TaskID	ActionID	HideNpcID
6012	EventNpc44014	6				interactinfo_6012_1		44014		
6013	WorldNpc03129	6	DialogID_6013			interactinfo_6013_2	okmenu_6013	44014		
6019	EventNpc44040	6				interactinfo_6019		44041		
6020	WorldNpc03037	6	DialogID_6020			interactinfo_6020	okmenu_6020	44050		
6025	WorldNpc03157	6	DialogID_6025			interactinfo_6025_2	okmenu_6025	44061		
6026	WorldNpc03147	6	DialogID_6026	taskitem_96b-1		interactinfo_6026	okmenu_6026	44066		
6027	WorldNpc03005	6	DialogID_6027			interactinfo_6027	okmenu_6027	44067		
6033	EventNpc44099_2	6				interactinfo_6033_2		44099		
6034	WorldNpc03014	6	DialogID_6034			interactinfo_6034	okmenu_6034	44100		
6036	WorldNpc03147	6	DialogID_6036_1	taskitem_108b-1|useitem_69b-1		interactinfo_6036_1	okmenu44102_1	44102		
6037	Gather00068b	6	DialogID_6037_2	useitem_70b-1		interactinfo_6037_2	okmenu44102_2	44102		
6038	Gather00069b	6		useitem_72b-1		interactinfo_6038		44104		
6039	WorldNpc03014	6	DialogID_6039_1			interactinfo_6039_1	okmenu_6039_1	44106		
6040	WorldNpc03147	6	DialogID_6040_2	taskitem_98b-1		interactinfo_6040_2	okmenu_6040_2	44106		
6041	WorldNpc03158	6	DialogID_6041		taskitem_98b-1	interactinfo_6041	okmenu_6041	44107		
6042	WorldNpc03167	6	DialogID_6042_1		taskitem_99b-1	interactinfo_6042_1	okmenu_6042_1	44113		
6043	WorldNpc03168	6	DialogID_6043_2		taskitem_100b-1	interactinfo_6043_2	okmenu_6043_2	44113		
6048	WorldNpc03170	6	DialogID_6048		taskitem_109b-1|taskitem_110b-1|taskitem_111b-1	interactinfo_6048	okmenu_6048	44116		
6049	WorldNpc03163	6	DialogID_6049	useitem_73b-1		interactinfo_6049	okmenu_6049	44119		
6050	WorldNpc03172	6	DialogID_6050			interactinfo_6050_1	okmenu_6050	44121		
6051	EventNpc44121	6				interactinfo_6051_2		44121		
6052	WorldNpc03161	6	DialogID_6052	taskitem_112b-1		interactinfo_6052	okmenu_6052	44123		
6053	EventNpc44125	6				interactinfo_6053		44125		
6054	Gather00070b	6		useitem_76b-1		interactinfo_6054		44126		
6055	EventNpc44127	6				interactinfo_6055		44127		
6057	Gather00071b	6		useitem_77b-1		interactinfo_6057		44136		
6058	WorldNpc03041	6	DialogID_6058			interactinfo_6058	okmenu_6058	44138		
6059	WorldNpc03147	6	DialogID_6059		taskitem_115b-6	interactinfo_6059	okmenu_6059	44139		
6060	EventNpc44530	6				interactinfo_6060		44530		
6061	WorldNpc03174	6	DialogID_6061			interactinfo_6061_1	okmenu_6061	44534		
6062	Gather00028j	6		useitem_32j-1		interactinfo_6062_2		44534		
6063	Gather00029j	26		useitem_35j-1		interactinfo_6063		44547		
6064	WorldNpc06910	26	DialogID_6064			interactinfo_6064	okmenu_6064	44550		
6065	WorldNpc06911	26	DialogID_6065_1			interactinfo_6065_1	okmenu_6065_1	44554		
6066	WorldNpc06911	26	DialogID_6066_2			interactinfo_6066_2	okmenu_6066_2	44554		
6067	WorldNpc06913	26	DialogID_6067			interactinfo_6067	okmenu_6067	44562		
6068	WorldNpc07001	26	DialogID_6068_1			interactinfo_6068_1	okmenu_6068_1	44565		
6070	Gather00030j	26			taskitem_60j-1	interactinfo_6070_1		44570		
6071	Gather00031j	26			taskitem_60j-1	interactinfo_6071_2		44570		
6072	WorldNpc06907	26	DialogID_6072			interactinfo_6072	okmenu_6072	44575		
6073	WorldNpc03014	6	DialogID_6073			interactinfo_6073	okmenu_6073	44541		
6074	EventNpc44549	26								
6075	WorldNpc06909	26								
6100	WorldNpc03013	6	DialogID_6100			interactinfo_6100	okmenu_6100	44145		
6101	WorldNpc03118	6	DialogID_6101			interactinfo_6101	okmenu_6101	44146		
6102	WorldNpc04441	11	DialogID_6102			interactinfo_6102	okmenu_6102	44148		
6103	WorldNpc04441	11	DialogID_6103			interactinfo_6103	okmenu_6103	44152		
6104	WorldNpc04442	11	DialogID_6104_1			interactinfo_6104_1	okmenu_6104_1	44153		
6105	ItemNpc03211	11	DialogID_6105_2			interactinfo_6105_2	okmenu_6105_2	44153		
6106	ItemNpc03212	11	DialogID_6106_3			interactinfo_6106_3	okmenu_6106_3	44153		
6107	ItemNpc03213	11	DialogID_6107_4			interactinfo_6107_4	okmenu_6107_4	44153		
6108	EventNpc44155	11				interactinfo_6108		44155		
6109	WorldNpc04441	11	DialogID_6109			interactinfo_6109	okmenu_6109	44156		
6110	WorldNpc04448	11	DialogID_6110_1			interactinfo_6110_1	okmenu_6110_1	44159		
6111	WorldNpc04445	11	DialogID_6111_2			interactinfo_6111_2	okmenu_6111_2	44159		
6115	WorldNpc03013	6	DialogID_6115			interactinfo_6115	okmenu_6115	44166		
6130	WorldNpc03013	6	DialogID_6130			interactinfo_6130	okmenu_6130	44193		
6131	WorldNpc03003	6	DialogID_6131			interactinfo_6131	okmenu_6131	44194		
6132	WorldNpc02109	19	DialogID_6132_1	useitem_9m-1		interactinfo_6132_1	okmenu_6132_1	44195		
6133	WorldNpc02109	19	DialogID_6133_2			interactinfo_6133_2	okmenu_6133_2	44195		
6134	WorldNpc02110	19	DialogID_6134			interactinfo_6134	okmenu_6134	44196		
6135	WorldNpc02113	19	DialogID_6135			interactinfo_6135	okmenu_6135	44197		
6136	WorldNpc02110	19	DialogID_6136_1			interactinfo_6136_1	okmenu_6136_1	44198		
6137	WorldNpc02111	19	DialogID_6137_2			interactinfo_6137_2	okmenu_6137_2	44198		
6138	WorldNpc02114	19	DialogID_6138_1			interactinfo_6138_1	okmenu_6138_1	44199		
6139	WorldNpc02114	19	DialogID_6139_2		taskitem_26m-1	interactinfo_6139_2	okmenu_6139_2	44199		
6140	WorldNpc02120	19	DialogID_6140_3			interactinfo_6140_3	okmenu_6140_3	44199		
6141	EventNpc44200	19				interactinfo_6141		44200		
6142	WorldNpc02121	19	DialogID_6142			interactinfo_6142	okmenu_6142	44202		
6144	WorldNpc02117	19	DialogID_6144			interactinfo_6144	okmenu_6144	44204		
6145	EventNpc44205	19				interactinfo_6145		44205		
6146	WorldNpc02119	19	DialogID_6146			interactinfo_6146	okmenu_6146	44208		
6147	WorldNpc02118	19	DialogID_6147	useitem_8m-1		interactinfo_6147	okmenu_6147	44209		
6148	WorldNpc02116	19	DialogID_6148		taskitem_27m-1	interactinfo_6148	okmenu_6148	44211		
6149	WorldNpc04583	11	DialogID_6149			interactinfo_6149	okmenu_6149	44393		
6152	WorldNpc03012	6	DialogID_6152_1			interactinfo_6152_1	okmenu_6152_1	44441		
6153	WorldNpc03003	6	DialogID_6153_2			interactinfo_6153_2	okmenu_6153_2	44441		
6154	WorldNpc03137	6	DialogID_6154_3			interactinfo_6154_3	okmenu_6154_3	44441		
6157	Gather00022j	2		useitem_26j-1		interactinfo_6157		44453		
6158	WorldNpc09304	2	DialogID_6158		useitem_24j-1	interactinfo_6158	okmenu_6158	44461		
6159	WorldNpc09402	2	DialogID_6159			interactinfo_6159	okmenu_6159	44468		
6160	WorldNpc09402	2	DialogID_6160_1			interactinfo_6160_1	okmenu_6160_1	44479		
6161	WorldNpc09406	2	DialogID_6161_2			interactinfo_6161_2	okmenu_6161_2	44479		
6170	WorldNpc03003	6	DialogID_6170			interactinfo_6170	okmenu_6170	44241		
6171	EventNpc44242	20				interactinfo_6171		44242		
6172	WorldNpc06436	20	DialogID_6172_1	useitem_10m-1		interactinfo_6172_1	okmenu_6172_1	44243		
6173	WorldNpc06661	20	DialogID_6173_2			interactinfo_6173_2	okmenu_6173_2	44243		
6174	WorldNpc06662	20	DialogID_6174			interactinfo_6174	okmenu_6174	44244		
