STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
81050		20	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81051		40	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81060		60	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81064		80	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81070		20	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81078		40	20000		178	repute_jianghu	10			eytask_1				task_yj_yjc_01	1	growitem_1	3					99	20000		
81080		60	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81082		80	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81089		20	20000		178	repute_jianghu	10			eytask_1				task_yj_yjc_01	1	growitem_1	3					99	20000		
81091		40	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81094		60	20000		178	repute_jianghu	10			eytask_1				task_yj_yjc_01	1	growitem_1	3					99	20000		
81100		80	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81102		20	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81103		40	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81105		60	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81106		80	20000		178	repute_jianghu	10			eytask_1				task_yj_yjc_01	1	growitem_1	3					99	20000		
81109		20	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81111		40	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81118		60	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81122		80	20000		178	repute_jianghu	10			eytask_1				task_yj_yjc_01	1	growitem_1	3					99	20000		
81124		20	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81126		40	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81127		60	20000		178	repute_jianghu	10			eytask_1				task_yj_yjc_01	1	growitem_1	3					99	20000		
81130		80	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81133		20	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81134		40	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81135		60	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81136		80	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
81142		20	10000		178	repute_jianghu	10							task_yj_yjc_01	1							99	10000		
