STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
21208	七色迷宫后的花				repute_nianluoba	100							Box_nlb_taskprize_1	1										
21227	尘埃落定				repute_nianluoba	100							Box_nlb_taskprize_3	1										
21216	花会				repute_nianluoba	400							Box_nlb_taskprize_2	1										
21251	提炼花粉												Box_nlb_taskprize_11	1										
21252	喂食												Box_nlb_taskprize_5	1										
21253	收集花草												Box_nlb_taskprize_5	1										
21254	送花取粉												Box_nlb_taskprize_11	1										
21255	武学锻炼												Box_nlb_taskprize_5	1										
21256	抵御野兽												Box_nlb_taskprize_5	1										
21320	天下奇毒												nlb_nongyao001	10										
21321	囚笼斗奴												Box_nlb_taskprize_12	1	reduce_SchoolRule_19	1								
21322	不明之人												Box_nlb_taskprize_6	1										
21351	舞技修行												Box_nlb_taskprize_13	1										
21354	花会巡游				repute_nianluoba	2000							item_nlb_exchange01	20	item_nlb_exchange02	1	reduce_SchoolRule_19	1						
21201	初入念萝坝				repute_nianluoba	100																		
21202	如梦、魅红令主				repute_nianluoba	100																		
21203	香罗、胭脂、红尘令主				repute_nianluoba	100																		
21204	回禀尊主				repute_nianluoba	100																		
21205	返回念萝坝				repute_nianluoba	100																		
21206	心魔秘毒				repute_nianluoba	100																		
21207	小公主的兔子				repute_nianluoba	100																		
21221	返回念萝坝				repute_nianluoba	100																		
21222	游逛成都城				repute_nianluoba	100																		
21223	调查曹元淮				repute_nianluoba	100																		
21224	惊生突变				repute_nianluoba	100																		
21225	追查曹元淮				repute_nianluoba	100																		
21226	风荷绣阁				repute_nianluoba	100																		
21323	精血为引												nlb_nongyao001	10										
21355	舞技对垒												Box_nlb_taskprize_14	1										
21350	舞技比拼												Box_nlb_pollen_prize02	1										
21352	如花的女子												item_nlb_exchange03	1										
21333	花会蝴蝶舞翩翩												Box_nlb_pollen_prize02	1										
21334	出水芙蓉去雕饰												Box_nlb_pollen_prize01	1										
21335	花箭投壶醉翩跹												Box_nlb_pollen_prize01	1										
21356	念萝花会												item_nlbhh_hp01	1										
21235	念萝坝弟子												Box_nlb_taskprize_0	1	Box_nlb_taskprize_7	1								
