STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
39705	程媛的考验		10000		repute_jianghu	70							item_thd_xinwu_2	1							3	5000		
39707	寻找故地		10000		repute_jianghu	35							item_thd_xinwu_3	1							3	5000		
39709	护理花朵		10000		repute_jianghu	35							item_thd_xinwu_4	1							3	5000		
39711	金无箴的考验		10000		repute_jianghu	70							item_thd_xinwu_5	1							3	5000		
39713	秦玄雷的考验		10000		repute_jianghu	150							item_thd_xinwu_6	1							3	5000		
39829	行走江湖		10000																		3	5000		
39852	前往桃林																							
39714	再闯桃花阵		10000		repute_jianghu	100															3	5000		
39715	找到岛主		10000		repute_jianghu	70															3	5000		
39717	加入桃花岛		10000		repute_jianghu	110															3	5000		
39701	title_39701		10000		repute_jianghu	70															3	5000		
39702	title_39702		10000		repute_jianghu	310															3	5000		
39720	面见黄灵枢		10000		repute_jianghu	180															3	5000		
39721	教训宵小		10000		repute_jianghu	220															3	5000		
39722	采集花露		10000		repute_jianghu	220															3	5000		
39723	面见岛主		10000		repute_jianghu	180															3	5000		
39724	资质审核		10000		repute_jianghu	200															3	5000		
39741	溺水之人		10000		repute_jianghu	200															3	5000		
39742	疑虑丛生		10000		repute_jianghu	150															3	5000		
39743	真实身份		10000		repute_jianghu	150															3	5000		
39744	生擒叛徒		10000		repute_jianghu	180															3	5000		
39745	桃花岛主		10000		repute_jianghu	170															3	5000		
39748	资质审核		10000		repute_jianghu	150															3	5000		
39751	琴谱来历		10000		repute_jianghu	200															3	5000		
39752	江湖往事		10000		repute_jianghu	150															3	5000		
39753	埋藏之曲		10000		repute_jianghu	240															3	5000		
39754	琴曲之意		10000		repute_jianghu	110															3	5000		
39755	邀请入岛		10000		repute_jianghu	120															3	5000		
39757	资质审核		10000		repute_jianghu	180															3	5000		
39674	桃花潭垂钓		10000		repute_taohua	200							item_thdlp_01	4	box_thd_tf	1								
39900													shengwang_thd_001	1	item_thdlp_01	1	box_thd_rm_4	1						
39901													shengwang_thd_001	1	item_thdlp_01	1								
39902													shengwang_thd_001	1	item_thdlp_01	1								
39903													shengwang_thd_001	1	item_thdlp_01	1								
39904													shengwang_thd_001	1	item_thdlp_01	1								
39905													shengwang_thd_001	1	item_thdlp_01	1								
39906													shengwang_thd_001	1	item_thdlp_01	1								
39907													shengwang_thd_001	1	item_thdlp_01	1								
39908													shengwang_thd_001	1	item_thdlp_01	1								
39909													shengwang_thd_001	1	item_thdlp_01	1								
39910													shengwang_thd_001	1	item_thdlp_01	1								
39911													shengwang_thd_001	1	item_thdlp_01	1								
39912													shengwang_thd_001	1	item_thdlp_01	1								
39913													shengwang_thd_001	1	item_thdlp_01	1								
39914													shengwang_thd_001	1	item_thdlp_01	1								
39915													item_thdlp_01	3										
39916													item_thdlp_01	2	item_thdlp_02	1								
39917													box_thd_rm_5	1										
39666	岑九牌九												shengwang_thd_001	1	item_thdlp_01	4	reduce_SchoolRule_10	1						
39680	岑九牌九续												shengwang_thd_001	1	shengwang_thd_004	1	item_thdlp_01	2	box_thd_tf	1				
39681	岑九牌九续												shengwang_thd_001	1	shengwang_thd_004	2	item_thdlp_01	3	box_thd_tf	2				
39682	岑九牌九续												shengwang_thd_001	1	shengwang_thd_004	3	item_thdlp_01	4	box_thd_tf	3				
39718	领取令牌												item_thd_shlp	1										
39719	岛主问答		10000		repute_jianghu	120															3	5000		
39667	采集珍珠												shengwang_thd_001	2			item_thdlp_01	5	box_thd_tf	5				
39668	采集粉色珍珠												shengwang_thd_004	1	shengwang_thd_008	1	item_thdlp_01	1	box_thd_tf	1				
39669	采集蓝色珍珠												shengwang_thd_004	2			item_thdlp_01	1	box_thd_tf	1				
39670	采集银色珍珠												shengwang_thd_003	1			item_thdlp_01	1	box_thd_tf	1				
39671	采集金色珍珠												shengwang_thd_003	1	shengwang_thd_008	1	item_thdlp_01	2	box_thd_tf	2				
39673	日常答题												shengwang_thd_001	2	item_thdlp_01	4	zxjl_dianshu_001	2						
39683	送信游鲨屿		10000		repute_taohua	50							item_thdlp_01	10	box_thd_tf	10	shengwang_thd_001	2			3	8000		
39759	抄录经文		10000		repute_jianghu	20							item_force_004	1							3	8000		
