STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount
26481	s051101	619	7346			repute_jianghu	1762				61991	0										4	5000
26482	s051101	884	11019			repute_jianghu	2517						0	yaopin_00800	5	yaopin_10800	5						
26483	s051101	619	7346			repute_jianghu	1762															4	5000
26484	s051101	619	7346			repute_jianghu	1762															5	8000
26485	s051101	884	11019			repute_jianghu	2517						0	helmet_jh_10806	1	wrist_jh_10808	1						
26486	s051101	619	7346			repute_jianghu	1762															4	5000
26487	s051101	619	7346			repute_jianghu	1762																
26488	s051101	1768	22037			repute_jianghu	5033						0	ring_jh_10809	1	cloth_jh_10809	1					5	8000
26489	s051101	884	11019			repute_jianghu	2517						0	ITEMBAG_002	1								
26490	s051101	619	7346			repute_jianghu	1762															5	9000
26491	s051101	884	11019			repute_jianghu	2517				61991	1										4	6000
26493	s051102	619	7346			repute_jianghu	1762				61992	0											
26494	s051102	1768	22037			repute_jianghu	5033						0	leg_jh_10810	1							4	7000
26495	s051102	884	11019			repute_jianghu	2517																
26496	s051102	884	11019			repute_jianghu	2517															5	12500
26497	s051102	619	7346			repute_jianghu	1762																
26498	s051102	884	11019			repute_jianghu	2517															4	7000
26499	s051102	619	7346			repute_jianghu	1762						0	ear_jh_10807	1								
26500	s051102	884	11019			repute_jianghu	2517															5	12500
26501	s051102	619	7346			repute_jianghu	1762				61992	1										4	7000
26505	s051103	1768	22037			repute_jianghu	5033				61993	0	0	yaopin_00900	3								
26506	s051103	619	7346			repute_jianghu	1762															4	7000
26507	s051103	884	11019			repute_jianghu	2517																
26508	s051103	619	7346			repute_jianghu	1762															5	8000
26509	s051103	884	11019			repute_jianghu	2517						0	yaopin_10900	3								
26510	s051103	1768	22037			repute_jianghu	5033															4	7000
26511	s051103	1768	22037			repute_jianghu	5033						0	pants_jh_10808	1	shoes_jh_10806	1						
26512	s051103	619	7346			repute_jianghu	1762															5	8000
26513	s051103	619	7346			repute_jianghu	1762															4	7000
26514	s051103	619	7346			repute_jianghu	1762						0	STUFFBAG_002	1								
26515	s051103	884	11019			repute_jianghu	2517				61993	1										5	9000
26517	s051104	619	7346			repute_jianghu	1762				61994	0											
26518	s051104	884	11019			repute_jianghu	2517						0	helmet_jh_10820	1							4	11000
26519	s051104	619	7346			repute_jianghu	1762																
26520	s051104	884	11019			repute_jianghu	2517															5	8000
26521	s051104	1768	22037			repute_jianghu	5033						0	lstuff_jh_20804	1								
26522	s051104	1768	229554			repute_jianghu	5033															4	10000
26523	s051104	1768	22037			repute_jianghu	5033						0	leg_jh_10819	1	wrist_jh_10820	1						
26524	s051104	619	7346			repute_jianghu	1762															5	8000
26525	s051104	884	11019			repute_jianghu	2517						0	amulet_jh_10810	1								
26526	s051104	619	7346			repute_jianghu	1762				61994	1										5	9000
