STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount
26721	s051601	1230	14996			repute_jianghu	5517				62011	0											
26722	s051601	1230	14996			repute_jianghu	5517															4	10000
26723	s051601	1230	14996			repute_jianghu	5517						0	yaopin_01200	8	yaopin_11200	8						
26724	s051601	1230	14996			repute_jianghu	5517															5	14000
26725	s051601	1768	22495			repute_jianghu	7931						0	STUFFBAG_003	1								
26726	s051601	1230	14996			repute_jianghu	5517															4	10000
26727	s051601	1230	14996			repute_jianghu	5517															5	14000
26728	s051601	3535	44989			repute_jianghu	15862						0	shoes_jh_11201	1								
26729	s051601	1230	14996			repute_jianghu	5517															4	11000
26730	s051601	1230	14996			repute_jianghu	5517																
26731	s051601	1768	22495			repute_jianghu	7931						0	EQUIPBAG_003	1							5	12000
26732	s051601	1230	14996			repute_jianghu	5517				62011	1											
26733	s051602	1230	14996			repute_jianghu	5517				62012	0										4	10000
26734	s051602	1768	22495			repute_jianghu	7931																
26735	s051602	1768	22495			repute_jianghu	7931															5	13000
26736	s051602	3535	44989			repute_jianghu	15862						0	amulet_jh_11202	1	wrist_jh_11204	1						
26737	s051602	1230	14996			repute_jianghu	5517															4	11000
26738	s051602	1230	14996			repute_jianghu	5517																
26739	s051602	1768	22495			repute_jianghu	7931															5	13000
26740	s051602	3535	44989			repute_jianghu	15862						0	cloth_jh_11203	1								
26741	s051602	1768	22495			repute_jianghu	7931						0	leg_jh_11201	1							4	10000
26742	s051602	1230	14996			repute_jianghu	5517																
26743	s051602	1768	22495			repute_jianghu	7931															5	14000
26744	s051602	1230	14996			repute_jianghu	5517				62012	1											
26745	s051603	1230	14996			repute_jianghu	5517				62013	0										4	10000
26746	s051603	1768	22495			repute_jianghu	7931																
26747	s051603	1230	14996			repute_jianghu	5517															5	13000
26748	s051603	1768	22495			repute_jianghu	7931																
26749	s051603	3535	44989			repute_jianghu	15862						0	helmet_jh_11205	1							4	11000
26750	s051603	1768	22495			repute_jianghu	7931																
26751	s051603	3535	44989			repute_jianghu	15862						0	ring_jh_11202	1							5	13000
26753	s051603	1768	22495			repute_jianghu	7931																
26754	s051603	1230	14996			repute_jianghu	5517															4	10000
26755	s051603	1230	14996			repute_jianghu	5517																
26756	s051603	1230	14996			repute_jianghu	5517				62013	1										5	14000
26757	s051604	1768	22495			repute_jianghu	7931				62014	0										4	10000
26758	s051604	3535	44989			repute_jianghu	15862						0	amulet_jh_11211	1								
26759	s051604	1768	22495			repute_jianghu	7931															5	13000
26760	s051604	3535	44989			repute_jianghu	15862						0	wrist_jh_11215	1								
26761	s051604	1768	22495			repute_jianghu	7931						0	pants_jh_11203	1	ear_jh_11204	1					4	11000
26762	s051604	1230	14996			repute_jianghu	5517																
26763	s051604	1768	22495			repute_jianghu	7931															5	13000
26764	s051604	1230	14996			repute_jianghu	5517																
26765	s051604	1230	14996			repute_jianghu	5517															4	10000
26766	s051604	45955	566114			repute_jianghu	206199						0	cloth_jh_21201	1								
26767	s051604	1768	22495			repute_jianghu	7931						0	shoes_jh_11212	1							5	14000
26768	s051604	1230	14996			repute_jianghu	5517				62014	1											
