STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName2	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
80300	s700101	63	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80301	s700101	76	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80302	s700101	86	10000		178	repute_jianghu	10						0	task_erg_erg_01	1	yaopin_00100	2					99	10000		
80303	s700101	92	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80342	s700101	76	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80344	s700101	1458	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80349	s700101	548	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80352	s700101	1488	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80361	s700101	86	20000		178	repute_jianghu	10						0	task_erg_erg_01	1	growitem_1	3	box_eytask_1	1			99	20000		
80362	s700101	92	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80363	s700101	63	20000		178	repute_jianghu	10			eytask_1			0	task_erg_erg_01	1	yaopin_00100	2	growitem_1	3			99	20000		
80364	s700101	1040	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80365	s700101	1458	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80379	s700101	572	20000		178	repute_jianghu	10			eytask_1			0	task_erg_erg_01	1	growitem_1	3					99	20000		
80380	s700101	92	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80382	s700101	63	10000		178	repute_jianghu	10						0	task_erg_erg_01	1	yaopin_10100	2					99	10000		
80384	s700101	607	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80390	s700101	76	20000		178	repute_jianghu	10			eytask_1			0	task_erg_erg_01	1	growitem_1	3					99	20000		
80420	s700101	1040	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80426	s700101	607	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80441	s700101	92	10000		178	repute_jianghu	10						0	task_erg_erg_01	1							99	10000		
80444	s700101	92	20000		178	repute_jianghu	10			eytask_1			0	task_erg_erg_01	1	yaopin_10100	2	growitem_1	3			99	20000		
80314	s700201	86	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80315	s700201	607	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1	yaopin_10400	4					99	10000		
80316	s700201	996	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80324	s700201	1429	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80329	s700201	1458	20000		178	repute_jianghu	10			eytask_1			0	task_erg_xkf_01	1	growitem_1	3					99	20000		
80343	s700201	86	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80345	s700201	92	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1	yaopin_10100	2					99	10000		
80347	s700201	86	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80348	s700201	996	20000		178	repute_jianghu	10						0	task_erg_xkf_01	1	growitem_1	3	box_eytask_1	1			99	20000		
80353	s700201	1517	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80356	s700201	1429	20000		178	repute_jianghu	10			eytask_1			0	task_erg_xkf_01	1	yaopin_10600	5	growitem_1	3			99	20000		
80357	s700201	572	20000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	20000		
80360	s700201	76	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80376	s700201	1488	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80391	s700201	572	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80392	s700201	2201	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80406	s700201	1458	20000		178	repute_jianghu	10						0	task_erg_xkf_01	1	growitem_1	3	box_eytask_1	1			99	20000		
80412	s700201	2201	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80418	s700201	86	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80425	s700201	595	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80429	s700201	1488	20000		178	repute_jianghu	10						0	task_erg_xkf_01	1	growitem_1	3	box_eytask_1	1			99	20000		
80435	s700201	1429	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
80438	s700201	607	10000		178	repute_jianghu	10						0	task_erg_xkf_01	1							99	10000		
