STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
17403	返回丐帮												qy_box_tableitem_YS	1										
17406	回去找胡三张												key_qy_jy105_tuzhihe	1										
17407	教训彭昌贵												key_qy_jy101_riji	1										
17416	探听消息												key_qyjysm_xrf	1										
17411	收集迷药											1	ng_book_jy_00305	1	ng_book_jy_00306	1								
17422	野生龙蜥（一）												key_qyjysm_cmf	1										
17429	西北的客人（一）												qy_jysm_wacao	1										
17431	叛逃弟子（二）												key_qyjysm_yaoyin	4										
17432	毁尸灭迹（二）												key_qyjysm_liusuan	1										
17433	燕京寻宝（一）												key_qyjysm_ciqi1	1										
17434	燕京寻宝（二）												key_qyjysm_ciqi2	1										
17437	锻造厂抓贼（二）												key_qyjysm_wabq	1										
17408	接受考验												ng_book_jy_00301	1										
17409	迷雾谷弑匪												ng_book_jy_00302	1										
17410	东厂探子											1	ng_book_jy_00303	1	ng_book_jy_00304	1								
17418	叛逃弟子（三）											1	ng_book_jy_00307	1	ng_book_jy_00308	1	ng_book_jy_00309	1						
17419	刺探情报												ng_book_jy_00310	1										
17424	万兽山庄												ng_book_jy_00311	1										
17430	西北的客人（二）											1	ng_book_jy_00312	1	ng_book_jy_00313	1								
17415	玄武湖畔											1	ng_book_jy_00316	1	ng_book_jy_00317	1	ng_book_jy_00318	1						
17425	偷懒的工人（二）												ng_book_jy_00319	1										
17423	野生龙蜥（二）											1	ng_book_jy_00320	1	ng_book_jy_00321	1								
17428	毁尸灭迹（四）											1	ng_book_jy_00322	1	ng_book_jy_00323	1								
17435	燕京寻宝（三）											1	ng_book_jy_00324	1	ng_book_jy_00325	1	ng_book_jy_00326	1	ng_book_jy_00327	1				
17438	锻造厂抓贼（三）											1	ng_book_jy_00324	1	ng_book_jy_00325	1	ng_book_jy_00326	1	ng_book_jy_00327	1				
17412	蒙古特使											1	ng_book_jy_00328	1	ng_book_jy_00329	1	ng_book_jy_00330	1	ng_book_jy_00331	1				
17413	情况有变											1	ng_book_jy_00328	1	ng_book_jy_00329	1	ng_book_jy_00330	1	ng_book_jy_00331	1				
17414	真相大白											1	ng_book_jy_00328	1	ng_book_jy_00329	1	ng_book_jy_00330	1	ng_book_jy_00331	1				
17440	追捕（三）											1	ng_book_jy_00314	1	ng_book_jy_00315	1								
17442	暮色之村												key_qyjysm_mil22	1										
