STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName2	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
28001	颠沛流离		500		9	repute_jianghu	40				61651	0										3	4000		
28002	热心相扶		500		9	repute_jianghu	40																		
28003	雪中送炭		500		9	repute_jianghu	60															3	4000		
28004	奔波谋生		500		9	repute_jianghu	40							cloth_jh_10103	1	growitem_1a	2	caiyao20007	5						
28005	宅心仁厚		500		9	repute_jianghu	60															5	12000		
28006	意外消息		500		9	repute_jianghu	130							helmet_jh_10103	1	ITEMBAG_002_a	1								
28007	沿路打探		500		9	repute_jianghu	40																		
28008	一线转机		1500		9	repute_jianghu	130							sword_jh_10103	1							3	4000		
28009	初试身手		500		20	repute_jianghu	130							growitem_1a	3	caiyao20007	5								
28010	重重考验		1500		20	repute_jianghu	60				61651	1		pants_jh_10103	1	equipbag_002_a	1					5	12000		
28013	虚心请教		3500		20	repute_jianghu	40				61652	0													
28014	痛下杀手		3500		20	repute_jianghu	40							shoes_jh_10103	1							3	4000		
28015	指点武学		1500		20	repute_jianghu	40															3	4000		
28016	良言相劝		1500		20	repute_jianghu	40																		
28018	冰释前嫌		1500		20	repute_jianghu	60							ng_tbook_task_001	1										
28019	提升内功		2000		30	repute_jianghu	40				61652	1													
28025	滋事之徒		3500		30	repute_jianghu	110				61653	0		STUFFBAG_002_a	1							5	12000		
28026	左右为难		2000		30	repute_jianghu	130																		
28027	a		4000		30	repute_jianghu	250															4	7000		
28028	a		4000		30	repute_jianghu	50																		
28029	a		4000		30	repute_jianghu	50															4	7000		
28032	c		6000		30	repute_jianghu	175																		
28033	c		6000		30	repute_jianghu	175															4	7000		
28034	祖孙矛盾		2000		30	repute_jianghu	175															4	7000		
28031	中年大叔		2000		30	repute_jianghu	175				61653	1		growitem_1a	3	caiyao20007	3								
28036	劣迹斑斑		2000		30	repute_jianghu	60				61654	0													
28037	a		3500		45	repute_jianghu	400							TASKBAG_002_a	1							5	9000		
28038	a		3500		45	repute_jianghu	300															4	7000		
28039	a		4000		46	repute_jianghu	350																		
28040	a		4000		46	repute_jianghu	350															4	7000		
28041	a		4000		46	repute_jianghu	60							ssword_jh_10103	1										
28043	c		6000		46	repute_jianghu	450						1	wrist_jh_20101	1	helmet_jh_20103	1	pants_jh_20103	1						
28044	c		6500		46	repute_jianghu	450							ssword_jh_10103	1							4	7000		
28045	c		6500		46	repute_jianghu	560															4	7000		
28042	直捣黄龙		7000		46	repute_jianghu	350				61654	1	1	wrist_jh_20101	1	helmet_jh_20103	1	pants_jh_20103	1			5	12000		
28049	鸡鸣二章		16500			repute_jianghu	6500				61655	0										5	16000		
28050	鸡鸣二章		16500			repute_jianghu	6500						1	renwu_box_001	1	renwu_box_005	1					5	17000		
28051	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28052	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28053	鸡鸣二章		16500			repute_jianghu	6500						1	renwu_box_002	1	renwu_box_006	1					5	16000		
28054	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28055	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28056	鸡鸣二章		16500			repute_jianghu	6500							renwu_box_012	1							5	17000		
28057	鸡鸣二章		16500			repute_jianghu	6500				61655	1										5	16000		
28059	鸡鸣二章		16500			repute_jianghu	6500				61656	0										5	17000		
28060	鸡鸣二章		16500			repute_jianghu	6500						1	renwu_box_004	1	renwu_box_008	1					5	16000		
28061	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28062	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28063	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28064	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28065	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28066	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28067	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28068	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28070	鸡鸣二章		16500			repute_jianghu	6500				61656	1										5	17000		
28069	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28072	鸡鸣二章		16500			repute_jianghu	6500				61657	0										5	17000		
28073	鸡鸣二章		16500			repute_jianghu	6500							renwu_box_009	1							5	17000		
28074	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28075	鸡鸣二章		16500			repute_jianghu	6500							renwu_box_011	1							5	16000		
28076	鸡鸣二章		16500			repute_jianghu	6500				61657	1										5	17000		
28084	鸡鸣二章		16500			repute_jianghu	6500				61658	0		renwu_box_010	1							5	16000		
28085	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28086	鸡鸣二章		16500			repute_jianghu	6500						1	renwu_box_003	1	renwu_box_007	1					5	16000		
28087	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28088	鸡鸣二章		16500			repute_jianghu	6500															5	16000		
28089	鸡鸣二章		16500			repute_jianghu	6500															5	17000		
28090	鸡鸣二章		16500			repute_jianghu	6500				61658	1		renwu_box_013	1							5	17000		
28092	洛阳追踪													box_task_zx3_01	1										
28095	激斗饿死鬼													box_task_zx3_02	1										
28098	洛阳投宿													box_task_zx3_03	1										
28105	琴音静心												1	box_task_zx3_04	1	box_task_zx3_05	1	box_task_zx3_06	1	box_task_zx3_07	1				
28106	玄衣剑客												1	box_task_zx3_08	1	box_task_zx3_09	1	box_task_zx3_10	1	box_task_zx3_11	1				
28108	鬼神涕受伤之因												1	box_task_zx3_12	1	box_task_zx3_13	1	box_task_zx3_14	1						
28110	小铃铛失踪												1	box_task_zx3_15	1	box_task_zx3_16	1	box_task_zx3_17	1						
