STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
38001	经书失窃		5000			repute_jianghu	200				60451	0	0	ITEMBAG_002_a	1							4	5000		
38003	经书失窃		5000			repute_jianghu	300						0	cloth_sl_10101	1	shoes_sl_10101	1					5	10000		
38004	经书失窃		5000			repute_jianghu	300						0	pants_sl_10101	1	TASKBAG_002_a	1					4	5000		
38006	经书失窃		5000			repute_jianghu	300															5	10000		
38008	经书失窃		5000			repute_jianghu	300				60451	1	0	lstuff_sl_10101	1	wrist_sl_10101	1					5	5000		
38009	西域奇毒		5000			repute_jianghu	300				60452	0										4	5000		
38010	西域奇毒		6000			repute_jianghu	300						0	helmet_sl_10101	1	STUFFBAG_002_a	1					5	8000		
38011	西域奇毒		5000			repute_jianghu	300															4	5000		
38012	西域奇毒		5000			repute_jianghu	300						0	ear_sl_10101	1	growitem_1a	5	caiyao20007	10			5	5000		
38014	西域奇毒		7000			repute_jianghu	300				60452	1										5	5000		
38015	番僧鬼蜮		7000			repute_jianghu	300				60453	0													
38018						repute_jianghu																			
38019	a		8000			repute_jianghu	300															4	5000		
38037	a		8000			repute_jianghu	300															5	5000		
38022	c		5000			repute_jianghu	200															4	5000		
38025	c		5000			repute_jianghu	200															5	5000		
38027	c		6000			repute_jianghu	200																		
38028	番僧鬼蜮		8000			repute_jianghu	300				60453	1	1	shoes_sl_20101	1	cloth_sl_20201	1	pants_sl_20201	1			4	5000		
38030	因果难料 		8000			repute_jianghu	300				60454	0										5	5000		
38029	因果难料 		8000			repute_jianghu	400						0	amulet_sl_10101	1	equipbag_002_a	1					4	1000		
38032	因果难料 		10000			repute_jianghu	400						0	amulet_sl_10101	1	equipbag_002_a	1					4	1000		
38034	因果难料 		10000			repute_jianghu	500						0	leg_sl_10101	1	ring_sl_10101	1					5	5000		
38036	因果难料 		10000			repute_jianghu	500				60454	1										5	5000		
