STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount
26001	·ÉÀ´ºá»ö	49	61		12	repute_jianghu	6				61951	0	0	ITEMBAG_001	1							5	3000
26002	·ÉÀ´ºá»ö	49	61		12	repute_jianghu	6															4	4000
26003	·ÉÀ´ºá»ö	49	61		12	repute_jianghu	6						0	helmet_jh_10101	1								
26004	·ÉÀ´ºá»ö	105	95		19	repute_jianghu	7						0	pants_jh_10102	1							2	1000
26005	·ÉÀ´ºá»ö	105	95		19	repute_jianghu	7						0	shoes_jh_10103	1								
26006	·ÉÀ´ºá»ö	49	61		12	repute_jianghu	6																
26007	·ÉÀ´ºá»ö	49	61		12	repute_jianghu	6																
26008	·ÉÀ´ºá»ö	148	214		43	repute_jianghu	16															1	2000
26009	·ÉÀ´ºá»ö	49	61		12	repute_jianghu	6				61951	1	0	cloth_jh_10104	1								
26010	Îä¹İÏ°Îä	49	1157		231	repute_jianghu	6				61952	0										5	4000
26011	Îä¹İÏ°Îä	49	61		12	repute_jianghu	6															4	3000
26012	Îä¹İÑ§Îä	105	95		19	repute_jianghu	7						0	yaopin_00100	5	yaopin_10100	5					2	2000
26013	Îä¹İÑ§Îä	148	214		43	repute_jianghu	16																
26014	Îä¹İÑ§Îä	49	61		12	repute_jianghu	6						0	pants_jh_10201	1							1	1000
26015	Îä¹İÑ§Îä	105	95		19	repute_jianghu	7																
26016	Îä¹İÑ§Îä	105	95		19	repute_jianghu	7				61952	1	0	helmet_jh_20202	1	EQUIPBAG_001	1						
26017	Å¼ÓöØ¤°ï	148	214		43	repute_jianghu	16				61953	0										5	5000
26018	Å¼ÓöØ¤°ï	49	61		12	repute_jianghu	6																
26019	Å¼ÓöØ¤°ï	49	61		12	repute_jianghu	6						0	shoes_jh_10213	1							4	2000
26020	Å¼ÓöØ¤°ï	105	95		19	repute_jianghu	7																
26021	Å¼ÓöØ¤°ï	105	95		19	repute_jianghu	7				61953	1	0	yaopin_00200	5	yaopin_10200	5					2	1000
26022	ÌÓÍù¼«ÀÖ	49	61		12	repute_jianghu	6				61954	0										1	2000
26023	ÌÓÍù¼«ÀÖ	49	61		12	repute_jianghu	5															5	4000
26024	ÌÓÍù¼«ÀÖ	105	95		19	repute_jianghu	6															4	3000
26025	ÌÓÍù¼«ÀÖ	148	214		43	repute_jianghu	16															2	1000
26026	ÌÓÍù¼«ÀÖ	1100	1378		276	repute_jianghu	101						0	cloth_jh_10204	1							1	2000
26048	ÌÓÍù¼«ÀÖ	49	61		25	repute_jianghu	6				61954	1											
