STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
38801	侠义为先												shengwang_xjz_002	1	item_xjzlp_01	12	item_xjzlp_02	3	shengwang_xjz_003	1	3	5000		
38814	门派磨练(一)												shengwang_xjz_002	1	item_xjzlp_01	6	item_xjzlp_02	1			3	5000		
38802	添柴加旺																				3	5000		
38803	烤肉																				3	5000		
38804	后山救人												shengwang_xjz_001	1	item_xjzlp_01	2	box_xjz_xyf	1			3	5000		
38805	偷取情报												shengwang_xjz_001	1	item_xjzlp_01	2	box_xjz_xyf	1	reduce_SchoolRule_12	1	3	5000		
38806	惩奸除恶												shengwang_xjz_005	1	item_xjzlp_01	1					3	5000		
38807	生存考验																				3	5000		
38808	后山救人																				3	5000		
38809	偷取情报																				3	5000		
38810	title_38810																				3	5000		
38811	title_38811																				3	5000		
38812	title_38812																				3	5000		
38813	门派支援												shengwang_xjz_003	1	item_xjzlp_01	6	item_xjzlp_02	1			3	5000		
38815	收集物资												shengwang_xjz_001	1	item_xjzlp_01	1			reduce_SchoolRule_12	1	3	5000		
38816	蔺封之首												shengwang_xjz_002	1	item_xjzlp_01	6	item_xjzlp_02	1			3	5000		
38817	冯由之首												shengwang_xjz_001	1	item_xjzlp_01	4					3	5000		
38818	参加运镖												shengwang_xjz_001	1	item_xjzlp_01	2	box_xjz_xyf	1			3	5000		
38829	“友善”的拜访												shengwang_xjz_002	1	item_xjzlp_01	5	box_xjz_xyf	1	shengwang_xjz_005	1	3	5000		
38900	拜访徐家庄		1000		repute_jianghu	100															3	5000		
38901	接受考验		1000		repute_jianghu	100															3	5000		
38902	明辨忠奸		1000																		3	5000		
38903	徐子汐的考验		1000		repute_jianghu	100															3	5000		
38904	游山历水1		1000																		3	5000		
38905	游山历水2		1000																		3	5000		
38906	游山历水3		1000																		3	5000		
38907	游山历水4		1000																		3	5000		
38908	寻找老者		1000		repute_jianghu	100															3	5000		
38909	池边垂钓		1000		repute_jianghu	100															3	5000		
38910	了解徐家庄		1000		repute_jianghu	100															3	5000		
38911	改姓入门		1000																		3	5000		
38912	加入徐家庄																							
38913	徐子陵的考验		1000		repute_jianghu	100															3	5000		
38914	邀请函		1000		repute_jianghu	250															3	5000		
38915	遗失的画卷		1000		repute_jianghu	100															3	5000		
38916	盘问		1000		repute_jianghu	250															3	5000		
38917	武功挑战		1000		repute_jianghu	250															3	5000		
38919	拜入师门		1000		repute_jianghu	250															3	5000		
38920	徐家庄弟子的感谢信		1000		repute_jianghu	250															3	5000		
38918	路遇疯丐		1000		repute_jianghu	250															3	5000		
38921	改姓入门		1000		repute_jianghu																3	5000		
38922	拜师		1000		repute_jianghu	250															3	5000		
38923	悲惨身世		1000		repute_jianghu	250															3	5000		
38924	title_38924		1000		repute_jianghu	250															3	5000		
38925	title_38925		1000		repute_jianghu	250															3	5000		
38926	资质审核		1000		repute_jianghu	100															3	5000		
38927	获取徐家庄入门资格令牌		1000		repute_jianghu	250							taskitem_xjz_021	1							3	5000		
38928	完美资质		1000		repute_jianghu	250																		
38929	寻找遗失的画卷		1000																					
38930	生命的真谛		1000		repute_jianghu	100															3	5000		
38861	后继乏人		500		repute_xujia	50							ng_book_xj_00101	1	ng_book_xj_00102	1	book_xjz_0101	1			3	5000		
38862	子汐皓月		500		repute_xujia	50							book_CS_xjz_wmcf0101	1	book_CS_xjz_wmcf0201	1	book_CS_xjz_wmcf0301	1	ruler_xjz_30201	1	3	5000		
38863	武痴天池		500		repute_xujia	100							ng_book_xj_00103	1	book_CS_xjz_wmcf0401	1					3	5000		
38864	冰秋薛寒		500		repute_xujia	50							book_CS_xjz_wmcf0501	1	book_CS_xjz_wmcf0601	1	book_CS_xjz_wmcf0701	1	ng_book_xj_00104	1	3	5000		
38865	智囊先生		500		repute_xujia	100							ng_book_xj_00105	1	ng_book_xj_00106	1	ng_book_xj_00107	1	ng_book_xj_00108	1	3	5000		
