STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName2	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
34001	邪恶茶庄		500		11	repute_jianghu	50				62251	0													
34139	邪恶茶庄		500		11	repute_jianghu	50															4	3000		
34140	邪恶茶庄		500		11	repute_jianghu	50															5	5000		
34004	邪恶茶庄		500		11	repute_jianghu	80						0	cloth_jh_10104	1							4	4000		
34142	邪恶茶庄		500		11	repute_jianghu	80						0	pants_jh_10104	1	leg_jh_10104	1								
34143	邪恶茶庄		2500		11	repute_jianghu	80															5	4000		
34144	邪恶茶庄		2500		11	repute_jianghu	80																		
34133	邪恶茶庄		500		11	repute_jianghu	150															5	6000		
34006	邪恶茶庄		500		11	repute_jianghu	50				62251	1													
34007	恶人生事		1500		21	repute_jianghu	50				62252	0	0	helmet_jh_10104	1	ITEMBAG_002_a	1					4	3000		
34008	恶人生事		2500		21	repute_jianghu	170															5	5000		
34009	恶人生事		1500		21	repute_jianghu	80						0	growitem_1a	5	caiyao20007	10								
34010	恶人生事		1500		21	repute_jianghu	50						1	blade_jh_10104	1	sword_jh_10104	1					4	2000		
34011	恶人生事		4500		21	repute_jianghu	80															5	5000		
34012	恶人生事		2500		21	repute_jianghu	80						1	wrist_jh_20101	1	helmet_jh_20103	1	pants_jh_20103	1						
34016	恶人生事		1500		21	repute_jianghu	50															4	2000		
34013	恶人生事		1500		21	repute_jianghu	50															5	4000		
34014	恶人生事		1500		21	repute_jianghu	50				62252	1													
34018	只身前往		4500		36	repute_jianghu	170				62253	0	0	amulet_jh_10104	1	STUFFBAG_002_a	1					5	5000		
34020	只身前往		500		36	repute_jianghu	50															4	3000		
34021	只身前往		2500		36	repute_jianghu	80						0	ring_jh_10104	1							5	5000		
34024	只身前往		2500		36	repute_jianghu	80																		
34023	只身前往		2500		36	repute_jianghu	80															4	4000		
34027	只身前往		2500		36	repute_jianghu	50															5	4000		
34028	只身前往		4500		36	repute_jianghu	1410																		
34029	只身前往		1500		37	repute_jianghu	50				62253	1	0	shoes_jh_10104	1	equipbag_002_a	1								
34031	流言蜚语		1500		60	repute_jianghu	50				62254	0	0	itm_neixiu_01	5	caiyao20007	10					4	3000		
34030	流言蜚语		500		60	repute_jianghu	50															5	4000		
34025	a		9000		60	repute_jianghu	100															5	4000		
34026	c		9000		60	repute_jianghu	100															5	4000		
34032	流言蜚语		1500		60	repute_jianghu	80						0	wrist_jh_10104	1							4	4000		
34015	流言蜚语		4500		60	repute_jianghu	170															5	6000		
34033	流言蜚语		5000		63	repute_jianghu	50				62254	1	0	ear_jh_10104	1	TASKBAG_002_a	1								
34035			18000			repute_jianghu	7143				62255	0										5	18000		
34067			18000			repute_jianghu	7143															5	18000		
34066			18000			repute_jianghu	7143															5	18000		
34036			18000			repute_jianghu	7143															5	18000		
34037			18000			repute_jianghu	7143															5	18000		
34038			18000			repute_jianghu	7143						1	renwu_box_001	1	renwu_box_005	1					5	18000		
34039			18000			repute_jianghu	7143															5	18000		
34040			18000			repute_jianghu	7143						0	renwu_box_009	1							5	18000		
34069			18000			repute_jianghu	7143															5	18000		
34041			18000			repute_jianghu	7143				62255	1	1	renwu_box_002	1	renwu_box_006	1					5	18000		
34042			18000			repute_jianghu	7143				62256	0										5	18000		
34043			18000			repute_jianghu	7143						0	renwu_box_010	1							5	18000		
34046			18000			repute_jianghu	7143															5	18000		
34047			18000			repute_jianghu	7143				62256	1										5	18000		
34048			18000			repute_jianghu	7143				62257	0	1	renwu_box_003	1	renwu_box_007	1					5	18000		
34049			18000			repute_jianghu	7143															5	18000		
34050			18000			repute_jianghu	7143						0	renwu_box_011	1							5	18000		
34051			18000			repute_jianghu	7143															5	18000		
34052			18000			repute_jianghu	7143															5	18000		
34053			18000			repute_jianghu	7143						1	renwu_box_004	1	renwu_box_008	1					5	18000		
34054			18000			repute_jianghu	7143				62257	1										5	18000		
34055			18000			repute_jianghu	7143				62258	0	0	renwu_box_012	1							5	18000		
34056			18000			repute_jianghu	7143															5	18000		
34057			18000			repute_jianghu	7143						0	renwu_box_013	1							5	18000		
34058			18000			repute_jianghu	7143															5	18000		
34059			18000			repute_jianghu	7143															5	18000		
34065			18000			repute_jianghu	7143						0	renwu_box_013	1							5	18000		
34068			18000			repute_jianghu	7143															5	18000		
34062			18000			repute_jianghu	7143															5	18000		
34063			18000			repute_jianghu	7143															5	18000		
34064			18000			repute_jianghu	7143				62258	1										5	18000		
