STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
10302	´óÄ®Ñ°Ê¯												qy_item_change	1										
10303	title_10303												qy_item_change	1										
10301	ÃîÊÖ¿Õ¿Õ												cjbook_CS_jh_mlyqj	1										
10304	title_10304												cjbook_CS_jh_mlyqj	1										
10305	title_10305												qy_item_change	1										
10306	title_10306												qy_item_change	1										
10309	±©ÔêµÄ¶¯Îï(Èþ)												Item_funqy003	1	Item_pet_hou_jiyun	1								
10310	title_10310												qy_item_change	1										
10311	°×º×ÁÁ³á£¨¹ÅÆ×£©												Item_qygp_tjq_001	1										
10312	Ò°Âí·Ö××£¨¹ÅÆ×£©												Item_qygp_tjq_002	1										
10313	Ë«·å¹á¶ú£¨¹ÅÆ×£©												Item_qygp_tjq_003	1										
10314	½ð¼¦¶ÀÁ¢£¨¹ÅÆ×£©												Item_qygp_tjq_004	1										
10315	Èç·âËÆ±Õ£¨¹ÅÆ×£©												Item_qygp_tjq_005	1										
10316	òÔÁú³öº££¨¹ÅÆ×£©												Item_qygp_tjq_006	1										
10317	À¿È¸Î²£¨¹ÅÆ×£©												Item_qygp_tjq_007	1										
10318	¿ªÌ«¼«£¨¹ÅÆ×£©												Item_qygp_tjq_008	1										
10321	Ìô²¦¹·×¦£¨¹ÅÆ×£©												Item_qygp_dgb_001	1										
10322	Ð±´ò¹·±³£¨¹ÅÆ×£©												Item_qygp_dgb_002	1										
10323	¿ì»÷¹·ÍÎ£¨¹ÅÆ×£©												Item_qygp_dgb_003	1										
10324	Òý¹·ÈëÕ¯£¨¹ÅÆ×£©												Item_qygp_dgb_004	1										
10325	Ñ¹±â¹·±³£¨¹ÅÆ×£©												Item_qygp_dgb_005	1										
10326	¶ñ¹·À¹Â·£¨¹ÅÆ×£©												Item_qygp_dgb_006	1										
10327	²¦¹·³¯Ìì£¨¹ÅÆ×£©												Item_qygp_dgb_007	1										
10328	ÌìÏÂÎÞ¹·£¨¹ÅÆ×£©												Item_qygp_dgb_008	1										
10331	µ·Ðé£¨¹ÅÆ×£©												Item_qygp_lzs_001	1										
10332	²¶·ç£¨¹ÅÆ×£©												Item_qygp_lzs_002	1										
10333	ÄÃÔÆ£¨¹ÅÆ×£©												Item_qygp_lzs_003	1										
10334	ÊØÈ±£¨¹ÅÆ×£©												Item_qygp_lzs_004	1										
10335	±§²Ð£¨¹ÅÆ×£©												Item_qygp_lzs_005	1										
10336	×½Ó°£¨¹ÅÆ×£©												Item_qygp_lzs_006	1										
10337	Åú¿º£¨¹ÅÆ×£©												Item_qygp_lzs_007	1										
10340	³åÁéÖ®Òä(Å®)													1										
10341	³åÁéÖ®Òä													1										
10342	³åÁéÖ®Òä(Ò»)													1										
10343	³åÁéÖ®Òä(ÄÐ)													1										
10344	ÂÞººÈ­												Item_qygp_lhq_001	1										
10345	ÓÉÁú½£¹Ç												item_ng_cjbook_dh	1										
10350	title_10350												Item_qygp_chz_001	1										
10351	Ñªº£Ä§µ¶												Item_qygp_xhmd_001	1										
10352	Ê¥»ðÁî												Item_qygp_shl_001	1										
