STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
57517	掌门失策												item_4nei_tm_r00	1										
57518	冤冤相报												item_4nei_tm_r01	1										
57525	终章之战												item_4nei_tm_r02	1										
57538	忍痛而归												item_4nei_tm_r03	1										
57556	危机再现												Item_tm5nei_hidden	1										
57560	返回唐门												Box_5nei_taskprize_1	1										
57568	苦竹居毁												Box_5nei_taskprize_4	1										
57570	空谷罗雀(壹）												Box_5nei_taskprize_6	1										
57571	空谷罗雀(貳）												Box_5nei_taskprize_7	1										
