STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	JusticeEvil	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount
111001		10																						
111002		-10																						
111003		10																						
111004		-10																						
111005		10																						
111006		-10																						
111007		10																						
111008		-10																						
111009		10																						
111010		-10																						
111011		10																						
111012		0																						
111013		10																						
111014		-10																						
111015		10																						
111016		-10																						
111017		10																						
111018		-10																						
111019		10																						
111020		-10																						
111021		10																						
111022		-10																						
111023		10																						
111024		-10																						
111025		10																						
111026		-10																						
111027		10																						
111028		-10																						
111029		5																						
111030		5																						
111031		-10																						
111032		10																						
111033		10																						
111034		-10																						
111035		0																						
111036		-10																						
111037		10																						
111038		0																						
111039		10																						
111040		0																						
111041		5																						
111042		0													tEquipBag_001	1								
111043		5																						
111044		5																						
111045		0																						
111046		10																						
111047		10																						
111048		-5																						
111049		10																						
111050		-10																						
111051		-5																						
111052		5																						
111053		5																						
111054		5																						
111055		5																						
111056		5																						
111057		5																						
111058		5																						
111059		5																						
111060		-10																								
111061		10																								
