STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID		Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
60001			266			repute_jianghu	24															3	3000		
60002			532			repute_jianghu	24															3	3000		
60003			798			repute_jianghu	24															3	4000		
60004			1064			repute_jianghu	24															3	4000		
60005		340	680			repute_jianghu	60															3	5000		
60006		340	680			repute_jianghu	60															3	5000		
60007		340	680			repute_jianghu	60															3	5000		
60008		340	680			repute_jianghu	60															3	5000		
60009		510	1089			repute_jianghu	165															3	5000		
60010		510	1089			repute_jianghu	165															3	5000		
60011		510	1089			repute_jianghu	165															3	5000		
60012		510	1089			repute_jianghu	165															3	5000		
60013		827	2357			repute_jianghu	291															3	6000		
60014		827	2357			repute_jianghu	291															3	6000		
60015		827	2357			repute_jianghu	291															3	6000		
60016		827	2357			repute_jianghu	291															3	6000		
60017		1205	3649			repute_jianghu	625															3	7000		
60018		1205	3649			repute_jianghu	625															3	7000		
60019		1205	3649			repute_jianghu	625															3	7000		
60020		1205	3649			repute_jianghu	625															3	7000		
60021		2000	12710			repute_jianghu	1351															3	11000		
60022		2000	12710			repute_jianghu	1351															3	11000		
60023		2000	12710			repute_jianghu	1351															3	11000		
60024		2000	12710			repute_jianghu	1351															3	11000		
60025		2488	15843			repute_jianghu	2497															3	12000		
60026		2488	15843			repute_jianghu	2497															3	12000		
60027		2488	15843			repute_jianghu	2497															3	12000		
60028		2488	15843			repute_jianghu	2497															3	12000		
60029		2778	32028			repute_jianghu	4166															3	13000		
60030		2778	32028			repute_jianghu	4166															3	13000		
60031		2778	32028			repute_jianghu	4166															3	13000		
60032		2778	32028			repute_jianghu	4166															3	13000		
60033		3591	41000			repute_jianghu	6437															3	14000		
60034		3591	41000			repute_jianghu	6437															3	14000		
60035		3591	41000			repute_jianghu	6437															3	14000		
60036		3591	41000			repute_jianghu	6437															3	14000		
60037		3920	48750			repute_jianghu	9417															3	15000		
60038		3920	48750			repute_jianghu	9417															3	15000		
60039		3920	48750			repute_jianghu	9417															3	15000		
60040		3920	48750			repute_jianghu	9417															3	15000		
60041		4641	56470			repute_jianghu	13212															3	16000		
60042		4641	56470			repute_jianghu	13212															3	16000		
60043		4641	56470			repute_jianghu	13212															3	16000		
60044		4641	56470			repute_jianghu	13212															3	16000		
60045		5208	66586			repute_jianghu	17933															3	17000		
60046		5208	66586			repute_jianghu	17933															3	17000		
60047		5208	66586			repute_jianghu	17933															3	17000		
60048		5208	66586			repute_jianghu	17933															3	17000		
60049		5625	79946			repute_jianghu	23647															3	18000		
60050		5625	79946			repute_jianghu	23647															3	18000		
60051		5625	79946			repute_jianghu	23647															3	18000		
60052		5625	79946			repute_jianghu	23647															3	18000		
60053		6313	98033			repute_jianghu	30392															3	19000		
60054		6313	98033			repute_jianghu	30392															3	19000		
60055		6313	98033			repute_jianghu	30392															3	19000		
60056		6313	98033			repute_jianghu	30392															3	19000		
60057		9721	113059			repute_jianghu	38357															3	20000		
60058		9721	113059			repute_jianghu	38357															3	20000		
60059		9721	113059			repute_jianghu	38357															3	20000		
60060		9721	113059			repute_jianghu	38357															3	20000		
60061		10605	132156			repute_jianghu	47584															3	21000		
60062		10605	132156			repute_jianghu	47584															3	21000		
60063		10605	132156			repute_jianghu	47584															3	21000		
60064		10605	132156			repute_jianghu	47584															3	21000		
60151			266			repute_jianghu	24															3	3000		
60152			532			repute_jianghu	24															3	3000		
60153			798			repute_jianghu	24															3	4000		
60154			1064			repute_jianghu	24															3	4000		
60155		340	680			repute_jianghu	60															3	5000		
60156		340	680			repute_jianghu	60															3	5000		
60157		340	680			repute_jianghu	60															3	5000		
60158		340	680			repute_jianghu	60															3	5000		
60159		510	1089			repute_jianghu	165															3	5000		
60160		510	1089			repute_jianghu	165															3	5000		
60161		510	1089			repute_jianghu	165															3	5000		
60162		510	1089			repute_jianghu	165															3	5000		
60163		827	2357			repute_jianghu	291															3	6000		
60164		827	2357			repute_jianghu	291															3	6000		
60165		827	2357			repute_jianghu	291															3	6000		
60166		827	2357			repute_jianghu	291															3	6000		
60167		1205	3649			repute_jianghu	625															3	7000		
60168		1205	3649			repute_jianghu	625															3	7000		
60169		1205	3649			repute_jianghu	625															3	7000		
60170		1205	3649			repute_jianghu	625															3	7000		
60171		2000	12710			repute_jianghu	1351															3	11000		
60172		2000	12710			repute_jianghu	1351															3	11000		
60173		2000	12710			repute_jianghu	1351															3	11000		
60174		2000	12710			repute_jianghu	1351															3	11000		
60175		2488	15843			repute_jianghu	2497															3	12000		
60176		2488	15843			repute_jianghu	2497															3	12000		
60177		2488	15843			repute_jianghu	2497															3	12000		
60178		2488	15843			repute_jianghu	2497															3	12000		
60179		2778	32028			repute_jianghu	4166															3	13000		
60180		2778	32028			repute_jianghu	4166															3	13000		
60181		2778	32028			repute_jianghu	4166															3	13000		
60182		2778	32028			repute_jianghu	4166															3	13000		
60183		3591	41000			repute_jianghu	6437															3	14000		
60184		3591	41000			repute_jianghu	6437															3	14000		
60185		3591	41000			repute_jianghu	6437															3	14000		
60186		3591	41000			repute_jianghu	6437															3	14000		
60187		3920	48750			repute_jianghu	9417															3	15000		
60188		3920	48750			repute_jianghu	9417															3	15000		
60189		3920	48750			repute_jianghu	9417															3	15000		
60190		3920	48750			repute_jianghu	9417															3	15000		
60191		4641	56470			repute_jianghu	13212															3	16000		
60192		4641	56470			repute_jianghu	13212															3	16000		
60193		4641	56470			repute_jianghu	13212															3	16000		
60194		4641	56470			repute_jianghu	13212															3	16000		
60195		5208	66586			repute_jianghu	17933															3	17000		
60196		5208	66586			repute_jianghu	17933															3	17000		
60197		5208	66586			repute_jianghu	17933															3	17000		
60198		5208	66586			repute_jianghu	17933															3	17000		
60199		5625	79946			repute_jianghu	23647															3	18000		
60200		5625	79946			repute_jianghu	23647															3	18000		
60201		5625	79946			repute_jianghu	23647															3	18000		
60202		5625	79946			repute_jianghu	23647															3	18000		
60203		6313	98033			repute_jianghu	30392															3	19000		
60204		6313	98033			repute_jianghu	30392															3	19000		
60205		6313	98033			repute_jianghu	30392															3	19000		
60206		6313	98033			repute_jianghu	30392															3	19000		
60207		9721	113059			repute_jianghu	38357															3	20000		
60208		9721	113059			repute_jianghu	38357															3	20000		
60209		9721	113059			repute_jianghu	38357															3	20000		
60210		9721	113059			repute_jianghu	38357															3	20000		
60211		10605	132156			repute_jianghu	47584															3	21000		
60212		10605	132156			repute_jianghu	47584															3	21000		
60213		10605	132156			repute_jianghu	47584															3	21000		
60214		10605	132156			repute_jianghu	47584															3	21000		
60215		748	1100			repute_jianghu	94																		
60216		1360	2719			repute_jianghu	241																		
60217		2040	4356			repute_jianghu	660																		
60218		3306	9428			repute_jianghu	1164																		
60219		4819	14600			repute_jianghu	2500																		
60220		8000	23023			repute_jianghu	5408																		
60221		9950	30319			repute_jianghu	9987																		
60222		11110	33853			repute_jianghu	16666																		
60223		14367	54043			repute_jianghu	25750																		
60224		15683	58995			repute_jianghu	37668																		
