STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
21712	初入达摩												box_prize_dmp_rmrw	1										
21717	初入达摩												box_prize_dmp_rmrw	1										
21718	初入达摩												box_prize_dmp_rmrw	1										
21750	菩提诡影												box_prize_dmp_zchd_004_d	1										
21790	门派颂经（周常）												box_prize_dmp_drzc_001	1										
21821	达摩剧情												box_prize_dmp_jqrw	1										
21700	嘴馋的弟子（一）												box_prize_dmp_drrc_001	1										
21702	丢失的佛珠												box_prize_dmp_drrc_002	1										
21705	潜心修炼												box_prize_dmp_drrc_003	1										
21706	偷经贼												box_prize_dmp_drrc_004	1										
21751	悟我论禅												box_prize_dmp_zchd_001_b	1										
21747	行医济世												box_prize_dmp_drzc_002	1										
21748	铜人伏魔												box_prize_dmp_drzc_003	1										
21749	传灯祈福												box_prize_dmp_drzc_004	1										
