STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
83300			8348			repute_jianghu	2575						0	yaopin_01000	5	yaopin_11000	5					99	4000		
83301			8348			repute_jianghu	2575															99	4000		
83302			8348			repute_jianghu	2575			eytask_5												99	4000		
83303			8348			repute_jianghu	2575															99	4000		
83304			8348			repute_jianghu	2575						0	sword_jh_11011	1							99	4000		
83305			8348			repute_jianghu	2575						1	yaopin_01100	5	yaopin_11100	5					99	4000		
83306			8348			repute_jianghu	2575															99	4000		
83307			8348			repute_jianghu	2575			eytask_5												99	4000		
83308			8348			repute_jianghu	2575															99	4000		
83309			8348			repute_jianghu	2575															99	4000		
83310			8348			repute_jianghu	2575						1	yaopin_01100	5	yaopin_11100	5					99	4000		
83311			8348			repute_jianghu	2575															99	4000		
83312			8348			repute_jianghu	2575			eytask_5												99	4000		
83313			8348			repute_jianghu	2575															99	4000		
83314			8348			repute_jianghu	2575						0	wrist_jh_11013	1							99	4000		
83315			8348			repute_jianghu	2575															99	4000		
83316			8348			repute_jianghu	2575						0	yaopin_01100	5	yaopin_11100	5					99	4000		
83317			8348			repute_jianghu	2575															99	4000		
83318			8348			repute_jianghu	2575			eytask_5												99	4000		
83319			8348			repute_jianghu	2575															99	4000		
83320			8348			repute_jianghu	2575						0	ear_jh_11011	1							99	4000		
83321			8348			repute_jianghu	2575															99	4000		
83322			8348			repute_jianghu	2575						0	yaopin_01100	5	yaopin_11100	5					99	4000		
83323			8348			repute_jianghu	2575															99	4000		
