STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName2	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
43755	大扫除													box_ljd_04	1										
43756	title_43756													box_ljd_02	1	box_ljd_03	1								
43757	端午每日挑战													wnhd_duanwubag_001a	1	itm_neixiu_01	1								
43758	端午奖励兑换													zhenqi_activity_002_c	10										
43760	行酒令													box_dwj_01	1										
43761	行酒令													box_dwj_01	1										
43762	行酒令													box_dwj_01	1										
43763	奇异礼盒													box_tianxiabian_qiyilihe01	1										
43764	奇异礼盒（精）													box_tianxiabian_qiyilihe02	1										
43765	九阴天下变（普通）													may_growitem_51	1										
43766	九阴天下变（困难）													may_growitem_51	5	MOUNT_6_009_txb	1	box_jytianxiabian_001	1						
43802	书院激斗													item_jl_exchange_001	1										
43813	金陵书院													item_jl_exchange_001	1										
43776	温泉同乐													item_spa_001	10										
43777	温泉捐献拿赠品													item_spa_001	10										
43771	温泉轻功跳水													item_spa_001	2										
43779	收集木材													zd_xw_002	5										
43780	新春大礼包													box_gnlh_zyb001	1										
43781	名俊新春礼盒													box_gnlh_zyb002	1										
43782	新春红包													box_gnlh_zyb003	1										
43950	欢乐万圣节（一）													haiwai_halloween_01	1										
43951	欢乐万圣节（二）													haiwai_halloween_02	1										
43952	欢乐万圣节（三）													haiwai_halloween_03	1										
43958	礼蛋礼盒													haiwai_box_zadan_003	1										
43956	感恩节火鸡兑换活动													haiwai_thanksgiving_01	1										
43957	title_43957													haiwai_thanksgiving_001	1										
43783	浪迹江湖(YY日常任务)													box_yyrenwu_001	1										
43787	镇派武学限时领取													hd_wunei_zp	1										
43790	九阴真经侠客行													box_xiakexing_baoxia	1										
43791	改头换面													item_npcyr_001	1										
43792	天降恩赐													item_npcyr_001	1										
43793	领取“学子礼盒”													huodong_xz_001	1										
43794	挑战禁地													huodong_jdjl_001	1										
43795	拜访四艺老人													box_chongyang2015	1										
43796	四艺老人之考校													additem_0011	1										
43797	清冽菊花酒													item_gq2014_005	2										
43798	美味茱萸糕													item_gq2014_007	2										
43799	双节喜庆礼包													huodong_sjxq_001	1										
43815	万圣节狂欢													seed3001	5										
43816	《血杀刀》补偿													additem_0020_1	350	faculty_event_02_c	350	binglu113	50						
43817	《血杀刀》补偿													additem_0020_1	500	faculty_event_02_c	500	binglu113	100						
43818	脱单福利													box_ggj_fc_02	1										
43819	单身福利													box_ggj_fc_01	1										
43820	老光棍的愿望													item_ggj_baihe	1	fireworks2_hd	1								
43821	种植玫瑰花													item_ggj_meigui	1	fireworks5_hd	1								
43822	感恩节回馈													box_gehk_fc_05	1										
43823	感恩节回馈													box_fc_sdjjlb_01	1										
43824	感恩节回馈													box_gehk_fc_03	1										
43825	感恩节回馈													box_gehk_fc_02	1										
43826	感恩节回馈													box_gehk_fc_01	1										
43828	每日勤修礼包（周一）													box_fc_rchy_01_a	1										
43829	每日勤修礼包（周一）													box_fc_rchy_01_a	1										
43830	每日勤修礼包（周一）													box_fc_rchy_01_a	1										
43831	每日勤修礼包（周一）													box_fc_rchy_01_a	1										
43832	每日勤修礼包（周一）													box_fc_rchy_01_a	1										
43833	每日勤修礼包（周一）													box_fc_rchy_06_a	1										
43834	每日勤修礼包（周一）													box_fc_rchy_06_a	1										
43835	勤修苦练(刺探)													binglu131	5										
43836	勤修苦练(夺书)													binglu131	5										
43837	勤修苦练(禁地)													binglu131	20										
43838	勤修苦练(门派战)													binglu131	50										
43839	勤修苦练(师门授业)													binglu131	10	item_xw_qd_001	1								
43840	勤修苦练(踢馆)													binglu131	20										
43841	勤修苦练(三爪雪猿)													binglu131	100										
43842	勤修苦练(万年火龟)													binglu131	100										
43843	勤修苦练(秃鹰王)													binglu131	100										
43845	title_43845													box_lbj_01	1										
43846	title_43846													box_lbjs_001	1										
43863	杀年猪													item_act_cj_nz01	1										
43862	新春撞钟活动													box_zzhd_yxc_01	1										
43864	传统中国年·驱年兽													item_act_cj_ns03	1										
43879	title_43879													box_qingming_04	1										
43880	title_43880													box_qingming_05	1										
43881	五一豪礼登录领													box_wyhhdllb_fc_01	1										
43882	庆六内迎新上线，五内限时免费送													ng_book_jy_005_huodong	1										
43883	庆六内迎新上线，五内限时免费送													ng_book_gb_005_huodong	1										
43884	庆六内迎新上线，五内限时免费送													ng_book_jz_005_huodong	1										
