STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
18001	移花接木	1000											blade_20804	1										
18003	桃花运	1000											Box_qyjl_jl007	1										
18004	炼丹疑云	1000											key_qy_jilegu108_zhengci1	1	key_qy_jilegu108_zhengci2	1								
18005	教训无赖	1000											key_qy_jilegu108_zhengci3	1										
18006	归还雪莲	1000											qy_jilegu108	1										
18002	谈生意	1000											Box_qyjl_jl006	1										
18035	考验												ng_book_jl_00301	1										
18036	考验												ng_book_jl_00302	1										
18037	考验											1	ng_book_jl_00303	1	ng_book_jl_00304	1								
18038	考验											1	ng_book_jl_00305	1	ng_book_jl_00306	1								
18039	考验											1	ng_book_jl_00307	1	ng_book_jl_00308	1	ng_book_jl_00309	1						
18040	考验												ng_book_jl_00310	1										
18041	考验												ng_book_jl_00311	1										
18042	考验											1	ng_book_jl_00312	1	ng_book_jl_00313	1								
18043	考验											1	ng_book_jl_00314	1	ng_book_jl_00315	1								
18044	考验											1	ng_book_jl_00316	1	ng_book_jl_00317	1	ng_book_jl_00318	1						
18045	考验												ng_book_jl_00319	1										
18046	考验											1	ng_book_jl_00320	1	ng_book_jl_00321	1								
18047	考验											1	ng_book_jl_00322	1	ng_book_jl_00323	1								
18048	考验											1	ng_book_jl_00324	1	ng_book_jl_00325	1	ng_book_jl_00326	1	ng_book_jl_00327	1				
18049	考验											1	ng_book_jl_00324	1	ng_book_jl_00325	1	ng_book_jl_00326	1	ng_book_jl_00327	1				
18050	考验											1	ng_book_jl_00328	1	ng_book_jl_00329	1	ng_book_jl_00330	1	ng_book_jl_00331	1				
18051	考验											1	ng_book_jl_00328	1	ng_book_jl_00329	1	ng_book_jl_00330	1	ng_book_jl_00331	1				
18052	考验											1	ng_book_jl_00328	1	ng_book_jl_00329	1	ng_book_jl_00330	1	ng_book_jl_00331	1				
