STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
10903	逃出生天												key_qy_jmy001_ling	1										
10905	逃出生天												key_qy_jmy002_ling	1										
10908	山林遇袭												Box_qyjmy_001	1										
10910	奇珍异兽												animal_01022	2										
10911	蹩脚猎人												qy_jmyjl_005	1										
10909	仇杀涌动												qy_jmyjl_006	1										
10907	坐山观虎斗												qy_box_equip_04_41	1										
10912	待遇不好												Box_qyjmy_001	1										
10913	野蛮的猴子												qy_jmyjl_008	1										
10914	杀鸡儆猴												qy_box_shopcloth_02	1										
10915	雪中送碳												Box_qyjmy_001	1										
10916	急速摧毁	200	200										NormalBox02004	1										
10917	苏州会合												TaskItemClone_003015	1										
10921	获取无痕草												TaskItemClone_003014	1										
10918	代为寻仇												qy_msjl003	1										
10919	寻找神秘雕像												qy_msjl002	1										
10922	送药												key_qy_msjmy206_yaohe	1										
10930	教训江湖败类												Item_qygp_tjq_000	2										
