STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	Title	Faculty	CapitalType1	CapitalType2	NormalCapital	ReputeName1	ReputeCount1	ReputeName3	ReputeCount2	DropID	AddPrize	IsGive	PrizeItemType	Item1	Num1	Item2	Num2	Item3	Num3	Item4	Num4	LiveGroove	LiveGrooveCount	KarmaPrize	GroupKarma
47011	投名密宗													box_4nei_001	1										
47012	投名大日宗													box_4nei_001	1										
47013	劳其筋骨													box_4nei_002	1										
47023	投名铁骑会													box_4nei_001	1										
47010	投名四大寇													box_4nei_001	1										
47014	争取先机													box_4nei_005	1										
47015	争取先机													box_4nei_005	1										
47016	争取先机													box_4nei_005	1										
47017	争取先机													box_4nei_005	1										
47018	击杀江若生													box_4nei_006	1										
47019	杀出重围													box_4nei_007	1										
47020	击败李据													box_4nei_008	1										
47021	击败立花元康													box_4nei_008	1										
47001	击败冷千绝													box_4nei_008	1										
47002	title_47002													box_4nei_008	1										
47003	title_47003													box_4nei_008	1										
47004	title_47004													box_4nei_008	1										
47005	title_47005													box_4nei_008	1										
47006	title_47006													box_4nei_008	1										
47007	title_47007													box_4nei_008	1										
47008	title_47008													box_4nei_008	1										
47024	享誉姑苏													MOUNT_6_006_s	1										
47022	初闻决战													box_jyz_equip_1	1										
47025	击杀刺客首领													box_jyz_equip_4	1										
47026	西门无敌													box_jyz_equip_6	1										
47035	药引													box_sweetemploy_mkk01	1										
47039	title_47039													box_jyz_5nei_01	1										
47040	化地老祖													box_jyz_5nei_05	1										
47041	阴阙争夺战													box_jyz_5nei_06	1										
47042	击败楚笑和叶惊楼													box_jyz_5nei_08	1										
47046	收集线索													box_jyz_6nei_01	1										
47048	八散人之平泽													box_jyz_6nei_04	1										
47043	清扫暗记													box_jyz_5hnei_01	1										
47044	八散人													box_jyz_5hnei_03	1										
