STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	PathID	HideType	SceneID	TrackInfo	HideNpcID	TaskID
42600			3	12	convoyinfo_42600		
42601			3	12	convoyinfo_42601		
42602			3	12	convoyinfo_42602		
42603			3	12	convoyinfo_42603		
42604			3	12	convoyinfo_42604		
42605			3	12	convoyinfo_42605		
42606			3	12	convoyinfo_42606		
42607			3	12	convoyinfo_42607		
42608			3	12	convoyinfo_42608		
42609			3	12	convoyinfo_42609		
42610			3	12	convoyinfo_42610		
42611			3	12	convoyinfo_42611		
42612			3	12	convoyinfo_42612		
42613			3	12	convoyinfo_42613		
42614	Convoy24737		3	12	convoyinfo_42614		
42615							
