STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	PathID	HideType	SceneID	TrackInfo	HideNpcID	TaskID
49600			3	5	convoyinfo_49600		
49601			3	5	convoyinfo_49601		
49602			3	5	convoyinfo_49602		
49603			3	5	convoyinfo_49603		
49604			3	5	convoyinfo_49604		
49605			3	5	convoyinfo_49605		
49606			3	5	convoyinfo_49606		
49607			3	5	convoyinfo_49607		
49608			3	5	convoyinfo_49608		
49609	Convoy49609	5-84226	3	5	convoyinfo_49609	WorldNpc04386	84226
49610	Convoy49610	5-84230	3	5	convoyinfo_49610	WorldNpc04387	
49611	Convoy49611	5-84239	3	5	convoyinfo_49611	WorldNpc04390	84239
