STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
ID	NpcId	PathID	HideType	SceneID	TrackInfo	HideNpcID	TaskID
41686	Convoy85150	5-85150	3	11	convoyinfo_85150	WorldNpc04603	85150
41687	Convoy85151	5-85151	3	11	convoyinfo_85151	WorldNpc04603	85151
41688	Convoy85152	5-85152	3	11	convoyinfo_85152	WorldNpc04603	85152
41689	Convoy85153	5-85153	3	11	convoyinfo_85153	WorldNpc04603	85153
41690	Convoy85154	5-85154	3	11	convoyinfo_85154	WorldNpc04603	85154
41691	Convoy85155	5-85155	3	11	convoyinfo_85155	WorldNpc04603	85155
41692	Convoy85156	5-85156	3	11	convoyinfo_85156	WorldNpc04603	85156
41693	Convoy85157	5-85157	3	11	convoyinfo_85157	WorldNpc04603	85157
41694	Convoy85158	5-85158	3	11	convoyinfo_85158	WorldNpc04603	85158
41695	Convoy85159	5-85159	3	11	convoyinfo_85159	WorldNpc04603	85159
41696	Convoy85160	5-85160	3	11	convoyinfo_85160	WorldNpc04603	85160
41697	Convoy85161	5-85161	3	11	convoyinfo_85161	WorldNpc04603	85161
41698	Convoy85162	5-85162	3	11	convoyinfo_85162	WorldNpc04603	85162
41699	Convoy85163	5-85163	3	11	convoyinfo_85163	WorldNpc04603	85163
41700	Convoy85164	5-85164	3	11	convoyinfo_85164	WorldNpc04603	85164
41701	Convoy85165	5-85165	3	11	convoyinfo_85165	WorldNpc04603	85165
41702	Convoy85166	5-85166	3	11	convoyinfo_85166	WorldNpc04603	85166
41703	Convoy85167	5-85167	3	11	convoyinfo_85167	WorldNpc04603	85167
41704	Convoy85168	5-85168	3	11	convoyinfo_85168	WorldNpc04603	85168
41705	Convoy85169	5-85169	3	11	convoyinfo_85169	WorldNpc04603	85169
41706	Convoy85170	5-85170	3	11	convoyinfo_85170	WorldNpc04603	85170
41707	Convoy85171	5-85171	3	11	convoyinfo_85171	WorldNpc04603	85171
41708	Convoy85172	5-85172	3	11	convoyinfo_85172	WorldNpc04603	85172
41709	Convoy85173	5-85173	3	11	convoyinfo_85173	WorldNpc04603	85173
41710	Convoy85174	5-85174	3	11	convoyinfo_85174	WorldNpc04603	85174
41711	Convoy85175	5-85175	3	11	convoyinfo_85175	WorldNpc04603	85175
41712	Convoy85176	5-85176	3	11	convoyinfo_85176	WorldNpc04603	85176
41713	Convoy85177	5-85177	3	11	convoyinfo_85177	WorldNpc04603	85177
41714	Convoy85178	5-85178	3	11	convoyinfo_85178	WorldNpc04603	85178
41715	Convoy85179	5-85179	3	11	convoyinfo_85179	WorldNpc04603	85179
41716	Convoy85180	5-85180	3	11	convoyinfo_85180	WorldNpc04603	85180
41717	Convoy85181	5-85181	3	11	convoyinfo_85181	WorldNpc04603	85181
41718	Convoy85182	5-85182	3	11	convoyinfo_85182	WorldNpc04603	85182
41719	Convoy85183	5-85183	3	11	convoyinfo_85183	WorldNpc04603	85183
41720	Convoy85184	5-85184	3	11	convoyinfo_85184	WorldNpc04603	85184
41721	Convoy85185	5-85185	3	11	convoyinfo_85185	WorldNpc04603	85185
41722	Convoy85186	5-85186	3	11	convoyinfo_85186	WorldNpc04603	85186
41723	Convoy85187	5-85187	3	11	convoyinfo_85187	WorldNpc04603	85187
41724	Convoy85188	5-85188	3	11	convoyinfo_85188	WorldNpc04603	85188
41725	Convoy85189	5-85189	3	11	convoyinfo_85189	WorldNpc04603	85189
41726	Convoy85190	5-85190	3	11	convoyinfo_85190	WorldNpc04603	85190
41727	Convoy85191	5-85191	3	11	convoyinfo_85191	WorldNpc04603	85191
41728	Convoy85192	5-85192	3	11	convoyinfo_85192	WorldNpc04603	85192
