STRING	STRING	STRING	STRING	STRING
ID	Type	TypeID	Order	RandCount
21402	collect	16000	1	
21403	interact	16001	1	
21405	collect	16001	1	
21412	hunter	16002	1	
21406	interact	16006	1	
21406	special	1122	2	
21411	interact	16002	1	
21411	interact	16008	2	
21420	interact	16015	1	
21420	interact	16016	2	
21422	collect	16002	1	
21431	interact	16017	1	
21431	collect	16003	2	
21433	collect	16004	1	
21434	collect	16005	1	
21413	interact	16009	1	
21413	interact	16010	2	
21410	special	1121	1	
21414	question	16000	-1	
21414	question	16001	-1	
21414	question	16002	-1	
21414	question	16003	-1	
21414	question	16004	-1	
21414	question	16005	-1	
21414	question	16006	-1	
21500	interact	16003	1	
21500	hunter	16003	2	
21502	interact	16018	1	
21454	interact	16024	1	
21454	collect	16007	2	
21503	collect	16006	1	
21503	useitem	16004	2	
21503	interact	16019	3	
21503	convoy	16000	4	
21503	convoy	16001	5	
21450	interact	16020	1	
21450	interact	16025	2	
21450	interact	16026	3	
21401	collect	16008	1	
21416	hunter	16005	1	
21452	interact	16028	1	
21452	interact	16029	2	
21453	interact	16022	1	
21453	hunter	16004	3	
21453	useitem	16006	2	
21415	interact	16013	1	
21404	hunter	16000	2	
21404	interact	16033	1	
21404	interact	16034	3	
21404	hunter	16006	4	
21602	interact	16035	1	
21602	hunter	16007	2	
21603	interact	16036	1	
21603	hunter	16008	2	
21604	interact	16037	1	
21604	hunter	16009	2	
21606	interact	16038	1	
21606	hunter	16010	2	
21607	interact	16039	1	
21607	hunter	16011	2	
21608	interact	16040	1	
21608	hunter	16012	2	
21610	interact	16041	1	
21610	hunter	16013	2	
21611	interact	16042	1	
21611	hunter	16014	2	
21612	interact	16043	1	
21612	hunter	16015	2	
21614	interact	16044	1	
21614	hunter	16016	2	
21615	interact	16045	1	
21615	hunter	16017	2	
21616	interact	16046	1	
21616	hunter	16018	2	
21618	interact	16047	1	
21618	hunter	16019	2	
21619	interact	16048	1	
21619	hunter	16020	2	
21620	interact	16049	1	
21620	hunter	16021	2	
21622	interact	16050	1	
21622	hunter	16022	2	
21623	interact	16051	1	
21623	hunter	16023	2	
21624	interact	16052	1	
21624	hunter	16024	2	
21626	interact	16053	1	
21626	hunter	16025	2	
21627	interact	16054	1	
21627	hunter	16026	2	
21628	interact	16055	1	
21628	hunter	16027	2	
21630	interact	16056	1	
21630	hunter	16028	2	
21631	interact	16057	1	
21631	hunter	16029	2	
21632	interact	16058	1	
21632	hunter	16030	2	
21634	interact	16059	1	
21634	hunter	16031	2	
21635	interact	16060	1	
21635	hunter	16032	2	
21636	interact	16061	1	
21636	hunter	16033	2	
21417	collect	16010	1	
21451	interact	16021	2	
21451	question	16011	3	
21451	useitem	16005	1	
21451	interact	16063	4	
21451	useitem	16007	5	
21407	interact	16032	1	
21423	useitem	16003	2	
21423	interact	16027	1	
21459	collect	16111	1	
21460	collect	16112	1	
21460	interact	16120	2	
21506	story	16003	1	
21506	story	16004	2	
21440	interact	16073	1	
21440	interact	16068	2	
21440	interact	16069	3	
21441	interact	16070	1	
21442	interact	16071	1	
21443	interact	16072	1	
21507	interact	16067	1	
21418	collect	16113	1	
21501	interact	16004	1	
21501	interact	16005	2	
21501	interact	16075	3	
21501	convoy	16002	4	
21508	interact	16074	1	
21504	story	16000	1	
21504	interact	16076	2	
21510	interact	16064	1	
21511	hunter	16036	1	
21511	interact	16065	2	
21505	story	16001	1	
21505	story	16002	2	
21505	collect	16009	3	
21505	useitem	16008	4	
21505	interact	16062	5	
