STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
8202	interact	29000	1
8202	collect	29001	2
8203	story	29002	1
8205	story	29005	1
8205	hunter	29006	2
8207	interact	29007	1
8207	story	29008	2
8208	interact	29009	1
8208	interact	29010	2
8209	interact	29011	1
8209	interact	29012	1
8210	interact	29013	1
8210	interact	29014	1
8210	interact	29015	1
8210	interact	29016	2
8211	convoy	29017	1
8212	interact	29018	1
8213	hunter	29019	1
8213	interact	29020	1
8214	hunter	29021	1
8216	hunter	29022	1
8216	interact	29023	2
8217	hunter	29024	1
8217	interact	29025	2
8219	collect	29026	1
8219	useitem	29027	2
8219	useitem	29028	3
8220	interact	29029	1
8220	convoy	29030	2
8222	hunter	29031	1
8223	interact	29032	1
8225	collect	29034	1
8226	interact	29035	1
8226	interact	29036	2
8227	interact	29037	1
8227	interact	29038	2
8227	collect	29039	2
8227	interact	29040	3
8228	story	29041	1
8229	hunter	29042	1
8230	useitem	29043	1
8231	interact	29044	1
8204	hunter	29003	12
8204	interact	29004	2
