STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
18601	hunter	41001	1
18601	interact	41026	2
18603	story	41001	
18604	convoy	41001	
18605	hunter	41002	1
18605	hunter	41019	1
18606	interact	41001	
18607	hunter	41003	
18608	collect	41001	
18609	interact	41002	
18611	story	41002	1
18611	hunter	41004	2
18611	story	41003	3
18612	interact	41003	
18613	interact	41004	
18616	interact	41005	1
18616	interact	41006	2
18616	collect	41002	3
18618	interact	41007	
18619	hunter	41005	1
18619	interact	41008	2
18619	hunter	41006	3
18619	interact	41009	4
18620	interact	41010	1
18620	hunter	41007	2
18620	story	41004	3
18621	story	41005	1
18621	hunter	41008	2
18622	story	41006	
18623	story	41007	1
18623	collect	41003	2
18624	interact	41011	
18625	story	41008	
18626	interact	41012	
18627	interact	41013	1
18627	interact	41014	1
18627	interact	41015	1
18628	interact	41016	
18629	interact	41017	1
18629	convoy	41002	2
18630	interact	41018	1
18630	hunter	41009	2
18630	interact	41019	3
18631	story	41009	1
18631	convoy	41003	2
18631	story	41010	3
18632	hunter	41010	
18633	story	41011	1
18633	interact	41020	2
18633	interact	41021	2
18633	interact	41022	2
18634	hunter	41011	1
18634	story	41012	2
18635	story	41013	1
18635	hunter	41012	2
18635	hunter	41013	2
18635	hunter	41014	2
18635	hunter	41015	2
18636	hunter	41016	1
18636	story	41014	2
18636	hunter	41017	3
18637	story	41015	1
18637	hunter	41018	2
18638	interact	41023	1
18638	story	41016	2
18638	interact	41024	3
18638	collect	41004	4
18639	interact	41025	
18641	convoy	41004	
18701	hunter	41020	1
18701	hunter	41021	2
18702	hunter	41022	1
18702	hunter	41023	2
18703	hunter	41024	
18710	interact	41030	1
18710	useitem	41000	2
18710	useitem	41001	3
18710	interact	41031	4
18710	interact	41032	5
18710	hunter	41025	6
18710	interact	41033	7
18710	interact	41034	8
18711	convoy	41033	1
18713	interact	41036	1
18713	useitem	41002	2
18716	story	41017	1
18717	hunter	41026	1
18717	hunter	41027	2
18718	hunter	41028	1
18720	hunter	41029	1
18721	hunter	41030	1
18723	hunter	41031	1
18724	hunter	41032	1
18712	interact	41039	1
18719	interact	41041	1
18722	interact	41042	1
18725	interact	41043	1
18735	interact	41052	1
18735	interact	41053	2
18736	interact	41054	3
18736	convoy	41005	2
18736	interact	41055	1
18737	story	41019	1
18737	interact	41056	2
18738	convoy	41006	2
18738	story	41020	1
18739	collect	41008	1
18739	interact	41057	2
18740	interact	41058	1
18741	interact	41059	1
18742	interact	41060	1
18743	interact	41061	1
18734	hunter	41034	1
18734	interact	41051	2
18733	hunter	41033	1
18733	interact	41050	2
18731	special	162	1
18731	interact	41048	2
18730	special	161	1
18730	interact	41047	2
18729	special	160	1
18729	interact	41046	2
18728	special	159	1
18728	interact	41045	2
18727	special	158	1
18727	interact	41044	2
18726	interact	41037	1
18726	interact	41038	3
18726	story	41018	2
18714	interact	41035	1
18714	useitem	41003	2
18714	interact	41062	3
18744	collect	41035	1
18745	collect	41036	1
18746	collect	41037	1
18747	collect	41038	1
18748	collect	41039	1
18749	collect	41040	1
18750	collect	41041	1
18751	collect	41042	1
18752	collect	41043	1
18753	collect	41044	1
18754	collect	41045	1
18755	collect	41046	1
18756	collect	41047	1
18757	collect	41048	1
18758	collect	41049	1
18759	collect	41050	1
18760	collect	41051	1
18761	collect	41052	1
18715	interact	41040	2
18715	collect	41053	1
18715	collect	41054	1
18732	collect	41006	1
18732	collect	41007	1
18732	interact	41049	2
18762	interact	41063	1
18762	interact	41064	2
18763	story	41021	1
18765	story	41024	1
18765	story	41025	2
18766	story	41026	1
18766	interact	41065	2
18766	story	41027	3
18767	story	41028	2
18764	story	41022	1
18767	interact	41066	3
18764	convoy	41007	2
18767	useitem	41004	4
18764	interact	41067	3
18767	story	41029	1
