STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
86600	interact	58101	1
86600	hunter	58101	2
86600	interact	58102	3
86600	useitem	58101	4
86601	hunter	58102	1
86603	special	103	1
86604	interact	58103	1
86605	special	243	1
86606	special	244	1
86607	interact	58104	1
86607	interact	58105	1
86607	interact	58106	1
86608	interact	58107	1
86608	special	245	2
86609	special	246	1
86610	special	247	1
86611	special	248	1
86612	special	249	1
86613	special	250	1
86614	special	251	1
86615	special	252	1
86616	special	253	1
86617	interact	58108	1
86617	special	254	2
86617	interact	58109	3
86618	special	255	1
86619	special	256	1
86602	hunter	58103	1
86602	collect	58101	1
86620	special	331	1
86621	story	58101	1
86621	interact	58110	2
86621	special	596	3
86622	story	58102	1
86622	collect	58102	2
86622	story	58103	3
86622	story	58104	4
86622	special	597	5
86623	story	58105	1
86623	interact	58111	2
86623	hunter	58104	3
86623	interact	58112	4
86623	special	598	5
86627	interact	58113	1	
86627	story	58107	2	
