STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
83102	story	43850	1
83102	interact	43850	2
83104	hunter	43851	1
83105	interact	43851	1
83105	interact	43852	2
83109	interact	43855	1
83109	interact	43856	2
83109	interact	43857	3
83110	hunter	43853	1
83111	hunter	43854	1
83111	hunter	43855	2
83113	collect	43858	1
83113	collect	43859	2
83114	story	43851	1
83116	interact	43859	1
83116	useitem	43851	2
83119	hunter	43862	1
83107	interact	43854	1
83107	interact	43860	2
83108	useitem	43850	2
83108	interact	43861	1
83112	hunter	43856	1
83106	interact	43853	1
83106	hunter	43852	2
83106	collect	43856	3
83106	collect	43857	3
83101	collect	43852	1
83101	collect	43853	2
83120	hunter	43863	1
83120	collect	43860	1
83100	hunter	43850	1
83100	collect	43850	2
83100	collect	43851	2
83103	collect	43854	1
83103	collect	43855	2
83115	hunter	43857	1
83115	hunter	43858	2
83117	hunter	43859	1
