STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
17601	hunter	50000	
17602	collect	50001	
17603	hunter	50001	1
17604	hunter	50002	1
17604	interact	50000	2
17605	collect	50002	1
17606	collect	50003	1
17611	hunter	50003	1
17611	collect	50008	2
17611	interact	50007	3
17613	interact	50012	1
17613	interact	50013	2
17615	interact	50014	1
17618	collect	50009	1
17620	interact	50005	1
17609	collect	50010	1
17612	collect	50011	1
17616	collect	50012	1
17619	collect	50013	1
17621	collect	50014	1
17622	collect	50015	1
17623	collect	50016	1
17624	collect	50017	1
17625	collect	50018	1
17637	special	124	1
17638	special	125	1
17626	interact	50024	1
17626	special	139	2
17628	interact	50027	1
17628	special	140	2
17628	story	50006	3
17632	collect	50020	1
17630	story	50007	1
17630	special	199	2
17630	special	200	2
17636	hunter	50005	1
17636	hunter	50006	1
17636	collect	50030	1
17702	story	50022	1
17703	collect	50040	1
17704	story	50023	1
17705	story	50024	1
17705	special	320	2
17705	special	321	2
17705	story	50025	3
17706	story	50026	1
17706	story	50027	2
17631	story	50008	1
17631	story	50009	1
17631	story	50010	1
17631	story	50011	2
17710	interact	50043	1
17710	interact	50044	1
17710	interact	50045	1
17710	interact	50046	1
17701	story	50021	1
17701	interact	50047	2
17701	interact	50048	2
17701	interact	50049	2
17708	collect	50041	-1
17708	collect	50042	-1
17708	collect	50043	-1
17708	collect	50044	-1
17709	special	327	1
17627	interact	50025	1
17627	special	329	2
17627	story	50004	3
17633	collect	50021	1
17633	interact	50052	2
17610	collect	50005	1
17610	collect	50006	1
17610	collect	50007	1
17610	interact	50021	4
17634	collect	50033	-1
17634	collect	50034	-1
17639	collect	50031	-1
17639	collect	50032	-1
17614	interact	50053	1
17614	convoy	50000	2
17629	story	50005	1
17629	interact	50054	2
17629	collect	50019	3
17711	convoy	50001	1
17700	story	50020	1
17700	interact	50035	2
17617	interact	50055	1
17617	collect	50022	2
17617	interact	50017	2
17617	interact	50018	3
