STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
56502	story	81501	1
56503	interact	81501	1
56503	interact	81502	2
56503	story	81502	3
56505	story	81505	1
56511	story	81511	1
56506	story	81504	1
56507	story	81520	1
56507	story	81521	2
56509	story	81508	1
56510	story	81509	1
56530	story	81530	1
56534	story	81532	1
56534	hunter	81503	2
56536	story	81534	1
56536	collect	81505	2
56537	story	81535	1
56532	useitem	81501	1
56532	story	81536	2
56531	collect	81504	1
56531	story	81537	2
56512	story	81512	1
56514	story	81514	1
56515	story	81538	1
56516	hunter	81504	1
56517	interact	81515	1
56513	interact	81510	1
56513	interact	81511	2
56513	interact	81512	2
56513	story	81523	3
56518	hunter	81502	1
56519	interact	81516	1
56535	story	81533	1
56535	interact	81517	2
56508	collect	81503	1
56508	story	81522	2
56508	special	140	3
56504	story	81503	3
56504	hunter	81505	2
56504	story	81524	1
56541	story	81541	1
56541	hunter	81506	2
56542	story	81542	1
56543	interact	81523	1
56543	story	81543	2
56544	story	81544	1
56550	story	81545	1
56550	hunter	81507	2
56550	story	81546	3
56552	hunter	81508	1
56552	hunter	81509	1
56552	hunter	81510	1
56552	story	81548	2
56553	story	81549	1
56553	story	81550	2
56554	story	81551	1
56554	story	81552	2
56551	story	81547	1
56551	interact	81526	2
56555	story	81553	1
56555	story	81554	2
56555	story	81555	3
56555	story	81557	4
56556	story	81556	1
56556	story	81558	2
56558	story	81560	1
56558	interact	81527	2
56560	story	81652	1
56560	story	81563	2
56560	story	81564	3
56561	story	81566	1
56562	story	81653	1
56570	story	81654	1
56571	story	81655	1
56573	story	81657	1
56574	hunter	81514	1
56574	story	81658	2
56575	story	81659	1
56575	story	81660	2
56576	story	81661	1
56576	story	81662	2
56577	story	81663	1
56580	interact	81531	1
56580	story	81665	2
56579	story	81664	1
56579	interact	81530	2
56572	story	81656	2
56572	collect	81511	1
56578	interact	81529	1
56578	collect	81510	1
56559	hunter	81513	1
56559	story	81561	2
56559	interact	81528	3
56557	collect	81508	1
56557	story	81559	2
