STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
34386	interact	17201	1
34387	story	17202	1
34389	interact	17204	1
34389	question	17205	2
34388	interact	17203	2
34388	hunter	17206	1
34392	hunter	17210	1
34392	hunter	17211	2
34395	hunter	17218	1
34395	hunter	17219	2
34396	story	17210	1
34397	interact	17220	1
34397	interact	17221	2
34398	story	17222	1
34399	collect	17223	1
34399	hunter	17224	2
34400	interact	17225	1
34400	story	17226	3
34400	interact	17227	2
34401	interact	17228	1
34401	hunter	17230	2
34401	interact	17231	3
34402	collect	17229	1
34402	interact	17232	3
34402	interact	17233	2
34403	interact	17234	1
34403	interact	17235	2
34403	question	17236	3
34404	interact	17237	1
34405	hunter	17237	1
34405	useitem	17238	2
34406	interact	17239	1
34406	story	17239	2
34408	interact	17242	1
34410	interact	17206	1
34410	interact	17207	2
34410	hunter	17201	3
34411	interact	17208	1
34411	story	17201	2
34413	interact	17209	1
34415	interact	17212	1
34415	hunter	17202	2
34415	interact	17215	3
34416	interact	17216	1
34416	story	17203	2
34417	interact	17219	1
34417	interact	17222	2
34418	interact	17223	2
34418	story	17204	1
34420	interact	17224	1
34420	interact	17226	2
34423	interact	17230	1
34423	hunter	17207	3
34423	interact	17240	2
34424	interact	17236	2
34424	interact	17241	1
34425	question	17201	1
34425	interact	17238	3
34425	interact	17243	2
34426	interact	17218	1
34426	story	17206	2
34427	hunter	17209	1
34421	story	17205	1
34421	hunter	17209	2
34409	interact	17202	1
34409	interact	17205	2
34409	story	17207	3
34414	interact	17210	1
34414	story	17212	2
34394	hunter	17216	1
34394	interact	17217	2
34390	interact	17244	1
34412	hunter	17205	1
34412	hunter	17212	2
34391	hunter	17208	1
34391	story	17209	2
34393	collect	17212	1
34393	interact	17213	2
34422	hunter	17204	2
34422	collect	17213	3
34422	interact	17229	1
34407	hunter	17241	1
34419	hunter	17203	1
34419	collect	17211	2
34419	story	17211	3
34419	hunter	17213	1
