STRING	STRING	STRING	STRING
ID	Type	TypeID	Order
10901			
10902	hunter	34000	1
10902	collect	34000	2
10903	hunter	34001	1
10903	interact	34000	2
10904	hunter	34002	1
10904	collect	34001	2
10905	hunter	34003	1
10905	interact	34001	2
10906	hunter	34004	1
10907	hunter	34005	1
10907	interact	34002	2
10908	collect	34002	2
10910	interact	34004	1
10911	collect	34003	1
10909	interact	34005	1
10912	hunter	34008	1
10913	hunter	34009	1
10915	collect	34004	1
10914	hunter	34010	1
10916	interact	34007	
10917	interact	34008	1
10917	hunter	34011	2
10919	collect	34005	1
10918	hunter	34012	1
10922	interact	34010	1
10921	hunter	34013	1
10930	hunter	34015	1
10930	hunter	34016	1
10930	story	34015	2
